tanggal,target_asli,wasit_low,wasit_high,wasit_target,model_gru_015,model_gru_008,model_gru_026,model_gru_038,model_gru_011,model_gru_012,model_gru_001,model_gru_042,model_gru_045,model_gru_031,model_gru_039,model_gru_033,model_gru_040,model_gru_035,model_gru_009,model_gru_019,model_gru_022,model_gru_016,model_gru_048,model_gru_003,model_gru_006,model_gru_013,model_gru_002,model_gru_041,model_gru_030,model_gru_024,model_gru_029,model_gru_004,model_gru_047,model_gru_017,model_gru_023,model_gru_037,model_gru_007,model_gru_005,model_gru_046,model_gru_025,model_gru_034,model_gru_050,model_gru_021,model_gru_032,model_gru_010,model_gru_018,model_gru_043,model_gru_044,model_gru_036,model_gru_014,model_gru_027,model_gru_049,model_gru_020,model_gru_028
2024-11-29,0.0,-1.413586745548115,0.0040528626682724,-1.08529554161065,0.5827839,0.6327258,0.5561012,0.56324005,0.60688114,0.5897535,0.5514396,0.55238533,0.58451486,0.6330717,0.54030526,0.57126313,0.5640669,0.5763752,0.6027279,0.6209097,0.5422294,0.57347,0.5806491,0.55984753,0.5246479,0.61244714,0.5557407,0.6222964,0.56381184,0.5764545,0.5388303,0.53542066,0.57391983,0.5443198,0.55983275,0.5460016,0.5020908,0.5866172,0.5415743,0.5672029,0.63156086,0.5584718,0.49346322,0.563314,0.50459146,0.5645982,0.4973865,0.5933376,0.53900313,0.5612101,0.5773932,0.58942014,0.51156884,0.48646995
2024-11-30,1.0,-0.7434735428483485,1.4703525469520595,0.8029148706736899,0.49240744,0.61558974,0.52360994,0.5356173,0.55404663,0.52907825,0.5472164,0.55351347,0.54883873,0.5603867,0.52393115,0.5453123,0.5207792,0.55619895,0.51194626,0.58500534,0.5507878,0.5049027,0.54320115,0.51860034,0.52461684,0.528495,0.48840365,0.5820149,0.5281135,0.50917435,0.5161352,0.5127684,0.5287472,0.5420533,0.555075,0.53266793,0.50831366,0.54093117,0.5371077,0.5329441,0.58308667,0.5026687,0.50897646,0.5474604,0.5215886,0.54250073,0.50069,0.5720365,0.50539666,0.52552164,0.56270915,0.50135326,0.53019226,0.47077838
2024-12-01,0.0,-2.913012505898392,0.9674899512411724,-1.3931627244584,0.392119,0.46482965,0.39670599,0.38053453,0.4452224,0.4073204,0.41194245,0.7543182,0.39941886,0.42412308,0.41330603,0.4271885,0.41787025,0.40094772,0.43035734,0.49474567,0.3927351,0.39142188,0.4321911,0.40744406,0.40562114,0.41943374,0.40884894,0.44096547,0.4111592,0.3964841,0.41478932,0.40015087,0.43241754,0.38493747,0.4074477,0.43388924,0.39789858,0.4549642,0.4432312,0.45227715,0.47924814,0.40723652,0.40952814,0.44158655,0.42831367,0.45196676,0.38975972,0.49175116,0.41574433,0.42572588,0.4604463,0.44837248,0.44945306,0.37414834
2024-12-02,1.0,-2.388947367511532,0.4839034572169101,0.009463180488125696,0.46301916,0.47681716,0.45392558,0.44056597,0.46739802,0.4629719,0.46655518,0.7950993,0.4669311,0.48832914,0.476439,0.4816663,0.47546566,0.42871964,0.49038363,0.53844845,0.44335106,0.4522459,0.47473252,0.4734021,0.46959203,0.4783846,0.5162662,0.509771,0.49176055,0.47009352,0.47559762,0.47200537,0.50639254,0.43181226,0.48159397,0.5051428,0.45952263,0.522161,0.50653225,0.503258,0.529185,0.4758832,0.52925795,0.48812973,0.4725446,0.5462893,0.45552522,0.5642217,0.4807224,0.48317578,0.538286,0.5010925,0.512244,0.47674122
2024-12-03,1.0,-1.3252414418642673,3.2338614868302216,2.8161417666881396,0.4791232,0.5816676,0.5409631,0.56197345,0.5416258,0.531011,0.55720294,0.80106777,0.5776628,0.5698315,0.5701453,0.5664676,0.5130249,0.50238174,0.5122614,0.5407909,0.5380952,0.52080446,0.5120597,0.52241653,0.54624367,0.5433987,0.5602586,0.5721909,0.5602414,0.53850025,0.5262067,0.5672244,0.5782526,0.519223,0.5733445,0.55485964,0.5634089,0.5512231,0.5501599,0.5522742,0.60386914,0.5310855,0.5849218,0.5286306,0.5060352,0.5800115,0.52592933,0.5905719,0.5220406,0.5357498,0.5809679,0.53709185,0.5479249,0.53729546
2024-12-04,0.0,-8.55928022272887,5.429404226800561,-1.67923470412215,0.4129564,0.44479567,0.44537765,0.45056605,0.43417403,0.40025803,0.44159782,0.38015732,0.4365193,0.42667812,0.4280899,0.4670659,0.39803076,0.42069712,0.36433798,0.3680129,0.4831289,0.41648898,0.45321327,0.42144206,0.4650882,0.43122998,0.43790236,0.40398967,0.39845636,0.35266212,0.42298168,0.4736671,0.42853883,0.46365124,0.4414198,0.43101278,0.44112864,0.44104373,0.4380785,0.44524145,0.45098665,0.4045131,0.46355116,0.41860732,0.43145815,0.42860213,0.40555003,0.37781164,0.36466467,0.43715876,0.44161817,0.414032,0.51734847,0.43699062
2024-12-05,1.0,-0.9992549222333156,4.983172260949494,2.84249160874968,0.58477134,0.5695579,0.5747524,0.5476481,0.5703906,0.5345296,0.5310744,0.41359293,0.5519989,0.5736229,0.534375,0.55641574,0.5307071,0.5414365,0.5821535,0.58914,0.54509044,0.5499526,0.5791456,0.54880023,0.52971274,0.5840929,0.54893804,0.58678466,0.514516,0.50651354,0.5079716,0.54388505,0.5113458,0.5659846,0.54041916,0.53656137,0.50369734,0.56080204,0.55089456,0.5501321,0.5884134,0.5306135,0.50978047,0.54466814,0.51496226,0.54369533,0.50262094,0.56805354,0.5239901,0.5366089,0.5319656,0.53832793,0.5289838,0.5035012
2024-12-06,1.0,-0.9032372232332472,0.6977148198556776,0.09134510578209,0.59757537,0.62992245,0.5844641,0.57660615,0.59883493,0.5910385,0.5747032,0.7485918,0.61724746,0.63660926,0.57985985,0.59980077,0.5602105,0.59243214,0.6065363,0.63597614,0.57772845,0.5686691,0.5802892,0.5745965,0.54738736,0.61572003,0.5725089,0.6070778,0.60513085,0.5800668,0.5626801,0.5551561,0.56576616,0.5966262,0.59062517,0.56905836,0.5442294,0.6036187,0.59043854,0.57353354,0.6090268,0.5722714,0.5312563,0.5908333,0.53150135,0.5902512,0.55371463,0.5878936,0.5729597,0.5689664,0.5988694,0.5778359,0.5403091,0.53840137
2024-12-07,1.0,-1.1832389889383337,1.5101066610290954,1.27163050682054,0.41713092,0.35610533,0.46395352,0.46645212,0.43466237,0.4421852,0.45456126,0.49115303,0.4722473,0.43423927,0.4625551,0.49163276,0.43388322,0.457484,0.3864415,0.44442683,0.53259605,0.40271428,0.47947517,0.43411595,0.47078115,0.43899798,0.39496347,0.45327607,0.38722435,0.43075246,0.45262268,0.4847829,0.41693678,0.48049068,0.4993606,0.48651928,0.45998397,0.4715684,0.48526633,0.46706837,0.4133773,0.42676055,0.46199048,0.49018767,0.453741,0.46717265,0.4462297,0.37140983,0.41527227,0.47455198,0.48016322,0.4043017,0.4948012,0.43805683
2024-12-08,0.0,-7.131519193500494,0.1051177427265866,-3.86478475525823,0.37490866,0.29496005,0.3825852,0.3624836,0.3884073,0.36756906,0.3734817,0.4493888,0.35486698,0.3612065,0.37762913,0.40700608,0.3773032,0.3526667,0.38497657,0.39040175,0.37934878,0.34559962,0.411111,0.36367586,0.38613924,0.37960848,0.37209857,0.37407035,0.33660805,0.36609378,0.3741351,0.38946503,0.3623129,0.34191573,0.38315722,0.40422818,0.37077042,0.41803187,0.421355,0.42322862,0.36509332,0.40370488,0.4039222,0.4303649,0.4191376,0.41983336,0.36573353,0.37947896,0.37902114,0.40997666,0.4074226,0.40734845,0.43253767,0.3648497
