tanggal,target_asli,wasit_low,wasit_high,wasit_target,model_gru_011,model_gru_002,model_gru_041,model_gru_004,model_gru_050,model_gru_006,model_gru_033,model_gru_032,model_gru_028,model_gru_037,model_gru_019,model_gru_012,model_gru_049,model_gru_046,model_gru_023,model_gru_025,model_gru_048,model_gru_021,model_gru_001,model_gru_016,model_gru_042,model_gru_010,model_gru_008,model_gru_020,model_gru_044,model_gru_009,model_gru_031,model_gru_027,model_gru_034,model_gru_036,model_gru_013,model_gru_022,model_gru_038,model_gru_029,model_gru_035,model_gru_018,model_gru_024,model_gru_039,model_gru_005,model_gru_017,model_gru_015,model_gru_026,model_gru_040,model_gru_047,model_gru_014,model_gru_045,model_gru_030,model_gru_043,model_gru_007,model_gru_003
2026-01-03,1.0,-1.1034116873888166e-05,1.2957897739232105,0.99005111234531,0.51033884,0.51336354,0.5341792,0.5173886,0.483585,0.5360177,0.52743125,0.52658314,0.5217487,0.54469794,0.52733654,0.5216696,0.5086273,0.53089035,0.5102233,0.5585237,0.52225465,0.54427856,0.51844937,0.5383166,0.54027575,0.5058982,0.5401863,0.5517198,0.52254254,0.45537,0.5195208,0.4211052,0.4605347,0.5214777,0.5446172,0.47988617,0.53969425,0.5043157,0.4740639,0.5263118,0.54256094,0.5263623,0.5208085,0.53086054,0.5097339,0.46706876,0.43647292,0.50206196,0.5296021,0.5135271,0.4810677,0.44147068,0.4961454,0.5021922
2026-01-04,1.0,-0.0163020432437238,3.4990375212865805,2.5137383113592904,0.49262515,0.51792353,0.5042972,0.49667734,0.517749,0.50787735,0.5046521,0.49984223,0.48455384,0.52267325,0.49987122,0.49482465,0.47157753,0.49144462,0.50695235,0.49565348,0.5148222,0.501289,0.5010344,0.49825162,0.49602938,0.4987519,0.49652535,0.508832,0.4881172,0.5046439,0.51710415,0.50091034,0.43059194,0.4998148,0.5053735,0.5057445,0.4863427,0.49176282,0.49349618,0.5076895,0.4941689,0.48108312,0.48852298,0.51636064,0.452178,0.4910647,0.4921688,0.48594028,0.47172752,0.50014764,0.48991552,0.46705735,0.51166606,0.45403898
2026-01-05,0.0,-2.805643002547868,0.6210504435895601,-0.11912093706725,0.49773893,0.50920784,0.50719273,0.50971234,0.4702803,0.50445145,0.514516,0.522071,0.5005483,0.5230086,0.49221295,0.50227857,0.5049069,0.52129364,0.51251936,0.51175,0.5163382,0.49560228,0.5151345,0.5149676,0.5519117,0.49157953,0.5102807,0.5221418,0.5005766,0.46661314,0.5177226,0.46799812,0.41460875,0.51005864,0.5096346,0.49953806,0.51206416,0.48765007,0.47746536,0.51524866,0.48486272,0.48314917,0.4912667,0.5123512,0.46584898,0.53383386,0.4717654,0.49293083,0.48555145,0.49408007,0.45222124,0.448638,0.46687102,0.4728714
2026-01-06,0.0,-3.3322591363202543,0.0,-2.57567322610848,0.50303495,0.50135005,0.51203895,0.508581,0.48320088,0.51161426,0.51210225,0.5217805,0.49868134,0.5095949,0.4975413,0.50161564,0.49288148,0.5013076,0.5028194,0.5044701,0.5080269,0.5124063,0.5026059,0.511257,0.5239158,0.48879433,0.5118417,0.49802232,0.4824676,0.4686771,0.5054584,0.4629002,0.47210026,0.5012362,0.5062974,0.45978773,0.49624074,0.48546085,0.4663177,0.4918681,0.46078706,0.48618641,0.5005097,0.49673203,0.4622354,0.477149,0.42996427,0.46630853,0.49818528,0.48553884,0.43176863,0.43795714,0.48424628,0.46395832
2026-01-07,0.0,-2.2728618434127457,0.3538121107200562,-0.28955845252425,0.48679006,0.49180824,0.47511384,0.4852874,0.48660338,0.48112452,0.47631195,0.5136426,0.49759725,0.46841708,0.47100925,0.4848312,0.47585717,0.4800959,0.48663837,0.45003444,0.48859018,0.47788936,0.4905024,0.47731322,0.4658673,0.47965974,0.46710044,0.4717166,0.471784,0.47081935,0.4954142,0.4831269,0.46580812,0.48447123,0.46411142,0.4596686,0.49238074,0.5120371,0.49967906,0.49154934,0.41934016,0.440838,0.47815698,0.49810663,0.44775683,0.44417608,0.4845458,0.45299292,0.48621583,0.49414316,0.43001038,0.45799896,0.48679125,0.44171348
2026-01-08,0.0,-1.5546458976333632,1.0727762843917097,-0.50479560758538,0.4957683,0.48564887,0.4882331,0.49229205,0.49478537,0.483939,0.47446942,0.5156503,0.4934214,0.47101197,0.47542566,0.4802255,0.47925273,0.48155174,0.48425987,0.45805156,0.48707855,0.47787896,0.48489892,0.4711656,0.45855945,0.483721,0.46398318,0.47083175,0.47046286,0.48220223,0.49044004,0.51620805,0.46619818,0.4829607,0.4755709,0.47515357,0.50843644,0.5016209,0.5137673,0.50631356,0.4307654,0.45988187,0.4711337,0.50185555,0.46939537,0.43137163,0.48531514,0.46011487,0.50772065,0.51340985,0.46170565,0.47799584,0.47212493,0.45131862
2026-01-09,0.0,-0.2621224213731839,0.2101908007801602,-0.15079553615388,0.50174373,0.49559948,0.51546144,0.5017863,0.49185184,0.5075213,0.49963066,0.5056649,0.49164614,0.50311637,0.5005266,0.50804275,0.49230498,0.49683523,0.49443874,0.50212216,0.5030732,0.5049202,0.5058706,0.50278336,0.47476786,0.4964167,0.5044396,0.50388336,0.4903772,0.48331153,0.5019352,0.48783445,0.4864309,0.5042594,0.5008725,0.4867797,0.5186457,0.50537014,0.5005943,0.5080819,0.47440052,0.50165004,0.48458746,0.5171794,0.49412093,0.45095786,0.4537583,0.4715196,0.5236863,0.5066528,0.46381304,0.46255144,0.4761884,0.48082617
2026-01-10,1.0,-0.2973322532852666,0.8572537712954149,0.56077122089449,0.5107842,0.49927637,0.5197506,0.5177794,0.5001175,0.51720667,0.5101172,0.51802784,0.49399337,0.5119877,0.5059389,0.50579196,0.5004754,0.50171816,0.51008934,0.506449,0.50673676,0.51829964,0.50694984,0.5049325,0.48631415,0.50881505,0.5147583,0.51012,0.494907,0.49372482,0.5038541,0.49134785,0.46982285,0.50671816,0.5122961,0.4855077,0.5196936,0.503678,0.5081241,0.5154989,0.49795625,0.5200415,0.50078785,0.5098912,0.5117787,0.4530806,0.45238152,0.4660435,0.52784806,0.51313716,0.47346368,0.46382833,0.48035806,0.48489407
2026-01-11,1.0,-0.9773731181856038,1.641480167142524,0.3099670437196,0.4776566,0.4938739,0.49321276,0.49213845,0.5636735,0.4844897,0.48172617,0.46411034,0.43725938,0.511635,0.49064663,0.47769523,0.42644405,0.4572626,0.50687134,0.4797317,0.49799252,0.47721818,0.47863343,0.47219265,0.46013168,0.51659614,0.47827724,0.48607346,0.45672655,0.56263924,0.50241363,0.57376766,0.5095082,0.48676854,0.5096987,0.5311809,0.48337835,0.4916199,0.5275583,0.508987,0.47433335,0.50167197,0.44902185,0.5192583,0.469147,0.4598468,0.513155,0.47058833,0.52391505,0.5114954,0.55086356,0.5454425,0.5304394,0.4550434
2026-01-12,1.0,-0.2780977827798945,5.538202782590246,4.4116152506374195,0.4868234,0.49535412,0.50349,0.5005875,0.4829038,0.48906332,0.5020706,0.50265807,0.48264834,0.5200141,0.49733493,0.49976552,0.48287773,0.5162543,0.5078643,0.5269577,0.5061081,0.4868177,0.5009688,0.5142557,0.552513,0.4997654,0.50748724,0.5159554,0.48904303,0.4872624,0.50790614,0.4903063,0.4935462,0.50265896,0.52679735,0.51020414,0.53352517,0.5009181,0.4761658,0.5087826,0.51545554,0.49799013,0.4785014,0.5246505,0.52533793,0.5227831,0.46961853,0.50562686,0.5339893,0.49664682,0.49228093,0.49438167,0.4716118,0.49746647
