nama_juri,accuracy,f1_macro,prec_long,rec_long,f1_long,prec_short,rec_short,f1_short,roi_audisi
model_gru_001,49.11504424778761,49.090125560713794,50.0,50.43478260869565,50.21645021645021,48.18181818181818,47.74774774774775,47.963800904977376,9.8936942595137
model_gru_002,50.0,49.9990210474792,50.89285714285714,49.56521739130435,50.22026431718062,49.122807017543856,50.45045045045045,49.77777777777778,-6.712753098303688
model_gru_003,46.902654867256636,46.63518299881936,48.031496062992126,53.04347826086957,50.413223140495866,45.45454545454545,40.54054054054054,42.857142857142854,-9.320278548786872
model_gru_004,47.34513274336283,47.31934731934732,48.275862068965516,48.69565217391305,48.484848484848484,46.36363636363636,45.94594594594595,46.15384615384615,-13.596153404752876
model_gru_005,51.32743362831859,51.23195229127433,52.475247524752476,46.08695652173913,49.074074074074076,50.4,56.75675675675676,53.38983050847458,8.612222726912364
model_gru_006,49.11504424778761,48.825486837182744,50.0,40.869565217391305,44.97607655502392,48.484848484848484,57.65765765765766,52.674897119341566,-1.1254113470190077
model_gru_007,49.557522123893804,49.074952561669825,50.56179775280899,39.130434782608695,44.11764705882353,48.9051094890511,60.36036036036037,54.03225806451613,-3.9887827261531354
model_gru_008,51.76991150442478,51.60979825957137,53.06122448979592,45.21739130434783,48.82629107981221,50.78125,58.55855855855856,54.39330543933054,22.770290777487027
model_gru_009,48.67256637168141,48.63636363636363,49.523809523809526,45.21739130434783,47.27272727272727,47.93388429752066,52.25225225225225,50.0,-3.310321363008438
model_gru_010,48.67256637168141,48.4748427672956,49.48453608247423,41.73913043478261,45.28301886792453,48.06201550387597,55.85585585585585,51.66666666666667,-14.381849086135547
model_gru_011,50.0,49.920580449063635,50.98039215686274,45.21739130434783,47.926267281105986,49.193548387096776,54.95495495495496,51.91489361702127,12.756480008467861
model_gru_012,52.654867256637175,50.31946584488958,56.451612903225815,30.434782608695656,39.548022598870055,51.21951219512195,75.67567567567568,61.09090909090909,11.602468440389453
model_gru_013,55.309734513274336,54.991619836340334,57.608695652173914,46.08695652173913,51.20772946859904,53.73134328358209,64.86486486486487,58.77551020408164,35.063520128760004
model_gru_014,44.690265486725664,41.20829951509854,41.07142857142857,20.0,26.900584795321635,45.88235294117647,70.27027027027027,55.51601423487544,-9.34780667735746
model_gru_015,49.557522123893804,47.926267281105986,50.70422535211267,31.30434782608696,38.70967741935484,49.03225806451613,68.46846846846847,57.14285714285714,0.15580729969354934
model_gru_016,52.654867256637175,52.54243940732019,54.0,46.95652173913044,50.23255813953489,51.587301587301596,58.55855855855856,54.85232067510548,15.761554109639043
model_gru_017,47.78761061946903,47.63999057566952,48.484848484848484,41.73913043478261,44.85981308411215,47.24409448818898,54.054054054054056,50.42016806722689,-13.20807938350798
model_gru_018,50.442477876106196,49.15226998794696,52.0,33.91304347826087,41.05263157894737,49.668874172185426,67.56756756756756,57.25190839694656,2.8065512159159653
model_gru_019,49.557522123893804,49.49423665019995,50.48543689320388,45.21739130434783,47.706422018348626,48.78048780487805,54.054054054054056,51.28205128205128,5.781327885530004
model_gru_020,44.690265486725664,44.37552917085081,44.680851063829785,36.52173913043478,40.19138755980861,44.696969696969695,53.153153153153156,48.559670781893004,-24.599725824994028
model_gru_021,48.67256637168141,48.4748427672956,49.48453608247423,41.73913043478261,45.28301886792453,48.06201550387597,55.85585585585585,51.66666666666667,-2.6770515787131557
