nama_juri,accuracy,f1_macro,prec_long,rec_long,f1_long,prec_short,rec_short,f1_short,roi_audisi
model_lstm_001,51.32743362831859,51.23195229127433,53.535353535353536,45.2991452991453,49.074074074074076,49.60629921259843,57.798165137614674,53.38983050847458,-13.965805223712414
model_lstm_002,49.557522123893804,48.88095238095238,51.11111111111111,58.97435897435898,54.761904761904766,47.25274725274725,39.44954128440367,43.0,-14.408974128982674
model_lstm_003,49.557522123893804,48.98217821782178,51.76470588235295,37.60683760683761,43.56435643564357,48.226950354609926,62.38532110091744,54.400000000000006,-19.061698475200238
model_lstm_004,54.424778761061944,53.947810948226405,55.3030303030303,62.39316239316239,58.63453815261044,53.191489361702125,45.87155963302752,49.26108374384236,15.256667455325829
model_lstm_005,48.67256637168141,47.98412698412699,50.37037037037037,58.119658119658126,53.96825396825397,46.15384615384615,38.53211009174312,42.0,-24.525508313709317
model_lstm_006,47.78761061946903,47.68518518518518,49.57983193277311,50.427350427350426,50.0,45.794392523364486,44.95412844036697,45.370370370370374,-22.08356206460334
model_lstm_007,53.09734513274337,53.0053358443189,55.55555555555556,47.008547008547005,50.92592592592593,51.181102362204726,59.63302752293578,55.08474576271186,4.127019411054016
model_lstm_008,52.654867256637175,52.653940283896226,54.54545454545454,51.28205128205128,52.863436123348016,50.86206896551724,54.12844036697248,52.44444444444445,8.50261742281216
model_lstm_009,48.67256637168141,48.65648256952605,50.476190476190474,45.2991452991453,47.74774774774775,47.107438016528924,52.293577981651374,49.56521739130435,-23.972725685667605
model_lstm_010,49.557522123893804,49.23549810844893,51.181102362204726,55.55555555555556,53.278688524590166,47.474747474747474,43.11926605504588,45.19230769230769,-24.163846819813934
model_lstm_011,51.32743362831859,50.200320512820504,52.44755244755245,64.1025641025641,57.692307692307686,49.39759036144578,37.61467889908257,42.70833333333333,-0.8522437491297182
model_lstm_012,50.88495575221239,50.45719364076232,53.40909090909091,40.17094017094017,45.85365853658537,49.275362318840585,62.38532110091744,55.06072874493927,-25.89816892692745
model_lstm_013,52.654867256637175,52.385452970248295,53.96825396825397,58.119658119658126,55.96707818930041,51.0,46.788990825688074,48.803827751196174,-5.387276558867029
model_lstm_014,50.0,46.34310326714991,54.0,23.076923076923077,32.33532934131736,48.86363636363637,78.89908256880734,60.35087719298245,-19.614406617347775
model_lstm_015,47.78761061946903,47.78352130325815,49.549549549549546,47.008547008547005,48.24561403508772,46.08695652173913,48.62385321100918,47.32142857142857,-38.50912764557498
model_lstm_016,51.76991150442478,49.39085772984078,56.666666666666664,29.059829059829063,38.4180790960452,50.0,76.14678899082568,60.36363636363637,-28.662922417239816
model_lstm_017,53.09734513274337,52.96473729678788,54.54545454545454,56.41025641025641,55.46218487394958,51.42857142857142,49.54128440366973,50.467289719626166,-11.505997409987378
model_lstm_018,51.76991150442478,51.07156335034858,54.87804878048781,38.46153846153847,45.22613065326633,50.0,66.05504587155964,56.916996047430835,-3.983684490808696
model_lstm_019,48.23008849557522,48.14785763310128,50.0,42.73504273504273,46.08294930875576,46.82539682539682,54.12844036697248,50.212765957446805,-24.33415206296909
