nama_juri,accuracy,f1_macro,prec_long,rec_long,f1_long,prec_short,rec_short,f1_short,roi_audisi
model_xgb_001,52.654867256637175,52.646523195018304,53.98230088495575,52.58620689655172,53.275109170305676,51.32743362831859,52.72727272727272,52.01793721973094,-0.437448737014222
model_xgb_002,47.78761061946903,47.75078369905956,49.137931034482754,49.137931034482754,49.137931034482754,46.36363636363636,46.36363636363636,46.36363636363636,-14.176838275837111
model_xgb_003,44.24778761061947,44.24342105263158,45.535714285714285,43.96551724137931,44.73684210526316,42.98245614035088,44.54545454545455,43.75,-5.048857077574428
model_xgb_004,53.53982300884957,53.42949661465999,54.54545454545454,56.896551724137936,55.69620253164557,52.38095238095239,50.0,51.162790697674424,14.294331512199959
model_xgb_005,48.67256637168141,48.267424421817026,50.0,56.03448275862068,52.84552845528455,46.875,40.909090909090914,43.689320388349515,-14.047571839469992
model_xgb_006,48.67256637168141,48.65648256952605,50.0,49.137931034482754,49.56521739130435,47.32142857142857,48.18181818181818,47.74774774774775,-2.073955401599585
model_xgb_007,45.13274336283185,44.92138364779874,46.774193548387096,50.0,48.333333333333336,43.13725490196079,40.0,41.509433962264154,-15.884268994405534
model_xgb_008,49.557522123893804,49.15936538006157,50.76923076923077,56.896551724137936,53.65853658536586,47.91666666666667,41.81818181818181,44.66019417475729,2.2410345093810182
model_xgb_009,50.88495575221239,50.768324992640565,52.066115702479344,54.310344827586206,53.16455696202531,49.523809523809526,47.27272727272727,48.372093023255815,-1.143431631333533
model_xgb_010,47.34513274336283,46.05123267336664,48.96551724137931,61.206896551724135,54.406130268199234,44.44444444444444,32.72727272727273,37.696335078534034,-12.628890554825398
model_xgb_011,50.0,49.97551468139704,51.30434782608696,50.86206896551724,51.082251082251084,48.64864864864865,49.09090909090909,48.86877828054298,-8.884629019605507
model_xgb_012,50.442477876106196,50.380302673880664,51.69491525423729,52.58620689655172,52.13675213675214,49.074074074074076,48.18181818181818,48.62385321100918,15.253957684941225
model_xgb_013,50.88495575221239,50.806941857044805,52.10084033613446,53.44827586206896,52.76595744680851,49.532710280373834,48.18181818181818,48.8479262672811,20.773392359377112
model_xgb_014,46.017699115044245,45.97962382445141,47.41379310344828,47.41379310344828,47.41379310344828,44.54545454545455,44.54545454545455,44.54545454545455,-27.135554840535292
model_xgb_015,45.13274336283185,45.11555033294164,46.49122807017544,45.689655172413794,46.08695652173913,43.75,44.54545454545455,44.14414414414414,-29.8982815931858
model_xgb_016,49.11504424778761,48.94611742982301,50.40650406504065,53.44827586206896,51.88284518828452,47.57281553398058,44.54545454545455,46.009389671361504,-1.2781843035205498
model_xgb_017,50.0,49.9990210474792,51.37614678899083,48.275862068965516,49.77777777777778,48.717948717948715,51.81818181818182,50.22026431718062,7.543380769378405
model_xgb_018,46.017699115044245,45.949972555477146,47.45762711864407,48.275862068965516,47.863247863247864,44.44444444444444,43.63636363636363,44.03669724770643,-10.771785125405472
model_xgb_019,46.46017699115044,46.375134817138935,47.524752475247524,41.37931034482759,44.23963133640553,45.6,51.81818181818182,48.51063829787234,-18.98652862417641
model_xgb_020,46.017699115044245,46.00078339208774,47.368421052631575,46.55172413793103,46.95652173913044,44.642857142857146,45.45454545454545,45.04504504504504,-6.256924268995374
model_xgb_021,50.88495575221239,50.721904649655244,52.03252032520326,55.172413793103445,53.55648535564853,49.51456310679612,46.36363636363636,47.88732394366197,-2.0550140287542265
model_xgb_022,46.902654867256636,46.86520376175549,48.275862068965516,48.275862068965516,48.275862068965516,45.45454545454545,45.45454545454545,45.45454545454545,-24.937760145796243
model_xgb_023,48.67256637168141,48.63636363636363,50.0,50.0,50.0,47.27272727272727,47.27272727272727,47.27272727272727,-7.94073310682802
model_xgb_024,47.34513274336283,47.34410181106216,48.62385321100918,45.689655172413794,47.11111111111111,46.15384615384615,49.09090909090909,47.57709251101321,-8.116473330130248
model_xgb_025,49.11504424778761,48.94611742982301,50.40650406504065,53.44827586206896,51.88284518828452,47.57281553398058,44.54545454545455,46.009389671361504,-1.1021193663137525
model_xgb_026,47.78761061946903,47.75078369905956,49.137931034482754,49.137931034482754,49.137931034482754,46.36363636363636,46.36363636363636,46.36363636363636,-13.972400633037921
