nama_juri,accuracy,f1_macro,prec_long,rec_long,f1_long,prec_short,rec_short,f1_short,roi_audisi
model_gru_001,50.442477876106196,50.0513063383061,51.93798449612403,57.26495726495726,54.47154471544715,48.45360824742268,43.11926605504588,45.63106796116505,-26.461504500431477
model_gru_002,53.09734513274337,52.7271292130397,56.17977528089888,42.73504273504273,48.54368932038835,51.09489051094891,64.22018348623854,56.91056910569105,-13.977287147954327
model_gru_003,49.11504424778761,47.71360170599714,51.388888888888886,31.62393162393162,39.15343915343915,48.05194805194805,67.88990825688074,56.27376425855514,-38.8900769603371
model_gru_004,47.78761061946903,46.9736737453273,49.63503649635037,58.119658119658126,53.54330708661418,44.9438202247191,36.69724770642202,40.4040404040404,-27.85049688510501
model_gru_005,52.654867256637175,51.350916369927766,56.94444444444444,35.04273504273504,43.386243386243386,50.649350649350644,71.55963302752293,59.31558935361216,9.490431138596978
model_gru_006,51.76991150442478,51.495461436981905,54.347826086956516,42.73504273504273,47.84688995215311,50.0,61.46788990825688,55.144032921810705,-3.5548208725763626
model_gru_007,50.0,49.564530463118395,52.27272727272727,39.31623931623932,44.87804878048781,48.55072463768116,61.46788990825688,54.25101214574899,-26.5307018885929
model_gru_008,50.0,49.564530463118395,52.27272727272727,39.31623931623932,44.87804878048781,48.55072463768116,61.46788990825688,54.25101214574899,-14.198894358078142
model_gru_009,49.11504424778761,48.006481685238164,50.70422535211267,61.53846153846154,55.5984555984556,46.42857142857143,35.77981651376147,40.41450777202073,-27.652206400015224
model_gru_010,55.309734513274336,52.27382022706839,65.38461538461539,29.059829059829063,40.23668639053255,52.29885057471264,83.4862385321101,64.31095406360424,24.759541943056888
model_gru_011,53.53982300884957,53.385585479403616,56.25,46.15384615384615,50.70422535211267,51.53846153846153,61.46788990825688,56.06694560669456,10.508201835526734
model_gru_012,47.78761061946903,47.3754834635725,49.43820224719101,37.60683760683761,42.71844660194174,46.715328467153284,58.71559633027523,52.03252032520326,-14.68080775186088
model_gru_013,49.557522123893804,49.41490614937564,51.546391752577314,42.73504273504273,46.728971962616825,48.06201550387597,56.88073394495413,52.10084033613446,-26.77250333685719
model_gru_014,48.23008849557522,46.64110584199375,50.0,63.24786324786324,55.84905660377358,44.871794871794876,32.11009174311927,37.4331550802139,-33.41205917472878
model_gru_015,46.902654867256636,45.357833655705996,47.88732394366197,29.059829059829063,36.17021276595745,46.45161290322581,66.05504587155964,54.54545454545454,-27.823603216787795
model_gru_016,50.88495575221239,49.377459388558165,54.285714285714285,32.47863247863248,40.64171122994652,49.358974358974365,70.64220183486239,58.11320754716981,-10.551861691567446
model_gru_017,50.442477876106196,49.77777777777778,53.01204819277109,37.60683760683761,44.0,48.95104895104895,64.22018348623854,55.55555555555556,-27.4092261269508
model_gru_018,55.309734513274336,55.23874889695068,56.779661016949156,57.26495726495726,57.02127659574469,53.70370370370371,53.21100917431193,53.45622119815668,-2.517297052041249
model_gru_019,49.11504424778761,49.11404796867352,50.92592592592593,47.008547008547005,48.888888888888886,47.45762711864407,51.37614678899083,49.33920704845815,-34.27910859916132
model_gru_020,53.98230088495575,53.80503144654087,56.84210526315789,46.15384615384615,50.943396226415096,51.908396946564885,62.38532110091744,56.666666666666664,-6.095288237975922
model_gru_021,50.442477876106196,49.877227722772275,51.8796992481203,58.97435897435898,55.2,48.38709677419355,41.284403669724774,44.554455445544555,-7.394155884881036
model_gru_022,49.557522123893804,49.52194357366771,51.30434782608696,50.427350427350426,50.86206896551724,47.74774774774775,48.62385321100918,48.18181818181818,-7.0522610206550205
model_gru_023,50.442477876106196,50.407523510971785,52.42718446601942,46.15384615384615,49.09090909090909,48.78048780487805,55.04587155963303,51.724137931034484,-12.892942512962133
model_gru_024,50.88495575221239,49.94313079916193,53.84615384615385,35.8974358974359,43.07692307692308,49.32432432432432,66.97247706422019,56.809338521400775,-18.35565773705382
model_gru_025,50.88495575221239,48.85731177753767,54.6875,29.914529914529915,38.67403314917127,49.382716049382715,73.39449541284404,59.040590405904055,9.496837090442863
model_gru_026,53.53982300884957,52.96426235357079,57.14285714285714,41.02564102564102,47.76119402985074,51.40845070422535,66.97247706422019,58.16733067729084,-4.304321261462917
model_gru_027,51.32743362831859,51.23195229127433,53.535353535353536,45.2991452991453,49.074074074074076,49.60629921259843,57.798165137614674,53.38983050847458,-30.358353326459042
model_gru_028,45.13274336283185,41.543596161869004,43.39622641509434,19.65811965811966,27.058823529411764,45.664739884393065,72.47706422018348,56.02836879432624,-16.102664374559446
model_gru_029,48.23008849557522,48.180375095537656,50.0,43.58974358974359,46.57534246575342,46.774193548387096,53.21100917431193,49.78540772532189,-24.938715704560877
model_gru_030,53.98230088495575,53.80503144654087,56.84210526315789,46.15384615384615,50.943396226415096,51.908396946564885,62.38532110091744,56.666666666666664,-15.76615088349214
model_gru_031,49.557522123893804,48.98217821782178,51.127819548872175,58.119658119658126,54.400000000000006,47.31182795698925,40.36697247706422,43.56435643564357,-25.09758428665129
