tanggal,target_asli,wasit_low,wasit_high,wasit_target,model_gru_002,model_gru_001,model_gru_036,model_gru_017,model_gru_020,model_gru_015,model_gru_021,model_gru_032,model_gru_029,model_gru_022,model_gru_042,model_gru_047,model_gru_012,model_gru_003,model_gru_018,model_gru_010,model_gru_038,model_gru_035,model_gru_019,model_gru_037,model_gru_031,model_gru_025,model_gru_023,model_gru_048,model_gru_011,model_gru_050,model_gru_030,model_gru_044,model_gru_013,model_gru_045,model_gru_005,model_gru_033,model_gru_014,model_gru_039,model_gru_027,model_gru_049,model_gru_007,model_gru_009,model_gru_040,model_gru_028,model_gru_034,model_gru_026,model_gru_006,model_gru_046,model_gru_016,model_gru_043,model_gru_041,model_gru_024,model_gru_004,model_gru_008
2024-11-29,0.0,-1.413586745548115,0.0040528626682724,-1.08529554161065,0.5516337,0.5334574,0.54846483,0.52336234,0.5451963,0.5592268,0.5434876,0.5617404,0.5654736,0.544677,0.52382016,0.542292,0.49652034,0.52640784,0.5581927,0.5845088,0.51461077,0.5439542,0.549443,0.5565139,0.5456767,0.55329245,0.558861,0.5314064,0.5310433,0.52776897,0.5081297,0.5458803,0.527827,0.5509291,0.5590567,0.30506408,0.53138775,0.5307402,0.520937,0.55188847,0.60314476,0.55938125,0.5442358,0.5594695,0.54585344,0.5184003,0.528517,0.5358204,0.5692131,0.53139323,0.5311793,0.5052393,0.54859006,0.5175682
2024-11-30,1.0,-0.7434735428483485,1.4703525469520595,0.8029148706736899,0.55476284,0.5320319,0.5562129,0.5321252,0.55949247,0.55810213,0.5356715,0.55182534,0.5105539,0.53065085,0.5210657,0.5564043,0.53693783,0.5075993,0.57655203,0.5532265,0.5024745,0.5266051,0.5379825,0.5394262,0.5547164,0.5464156,0.5135201,0.51880157,0.5336224,0.52199954,0.5219063,0.53238624,0.5504821,0.5305346,0.54733753,0.50076705,0.500178,0.53673744,0.5351246,0.55413073,0.53454673,0.5522373,0.54412305,0.5559987,0.5558477,0.52757275,0.52566165,0.5017831,0.53736687,0.5250332,0.48625106,0.5423105,0.5293002,0.54552454
2024-12-01,0.0,-2.913012505898392,0.9674899512411724,-1.3931627244584,0.44494614,0.42644787,0.44824693,0.43276572,0.4502044,0.43349597,0.45631447,0.4452036,0.4428827,0.42733124,0.42091584,0.44585526,0.43012422,0.42600217,0.4622331,0.43255788,0.4567263,0.3888187,0.46658093,0.43559363,0.4404217,0.42611817,0.44853154,0.41680557,0.44091466,0.462176,0.4428485,0.42834547,0.4375016,0.46226835,0.45934188,0.4612693,0.44173598,0.4382431,0.456976,0.4575401,0.4232738,0.48183027,0.4599076,0.49810547,0.4644276,0.45824122,0.452994,0.42585346,0.45984548,0.45372307,0.4289462,0.46896434,0.45002478,0.45516464
2024-12-02,1.0,-2.388947367511532,0.4839034572169101,0.009463180488125696,0.48030144,0.46974906,0.47489458,0.5043782,0.47197118,0.46406367,0.49104923,0.46750772,0.4932384,0.49599016,0.49356872,0.47774684,0.47780487,0.501073,0.49422246,0.50925535,0.52313143,0.46944296,0.51370907,0.4898067,0.4988315,0.47581226,0.5058159,0.47361872,0.52665037,0.52195376,0.51137435,0.48313114,0.5010376,0.51636606,0.5046352,0.5762701,0.531388,0.4932696,0.5190079,0.5127661,0.47251138,0.5378079,0.50147337,0.54782534,0.51906127,0.5298576,0.5061418,0.5236463,0.5330432,0.514256,0.4771208,0.51808923,0.5186447,0.50681525
2024-12-03,1.0,-1.3252414418642673,3.2338614868302216,2.8161417666881396,0.51866204,0.5309787,0.56293005,0.5453808,0.5141342,0.5038567,0.50490147,0.5161998,0.5105648,0.55478436,0.5373458,0.52068096,0.5148093,0.5264786,0.5421832,0.56358886,0.5260822,0.54087335,0.56706303,0.5430032,0.5391713,0.51596063,0.5131868,0.52289206,0.5719801,0.51130056,0.55023843,0.5530533,0.5546085,0.5380514,0.51851714,0.4494791,0.5738371,0.5432496,0.5607661,0.520121,0.5162558,0.5236441,0.52127373,0.5701242,0.5477214,0.5437671,0.5483176,0.5665315,0.55757284,0.57558167,0.4916191,0.5362539,0.5511525,0.5366878
2024-12-04,0.0,-8.55928022272887,5.429404226800561,-1.67923470412215,0.37413874,0.41985917,0.44960463,0.45586437,0.3911401,0.40633643,0.3854198,0.43516925,0.4035635,0.43635994,0.43494263,0.43717134,0.3375929,0.41374806,0.42286187,0.42205822,0.41553736,0.39375556,0.42619076,0.42019287,0.44089577,0.42592758,0.3946421,0.3827741,0.4357006,0.39167058,0.4263225,0.4356863,0.45473167,0.3744364,0.40175456,0.30561742,0.4141037,0.4294255,0.44520935,0.40554687,0.39946556,0.4099517,0.43366393,0.4390933,0.46223626,0.4201278,0.41563326,0.42378914,0.4114278,0.43427625,0.35236096,0.40150523,0.4281481,0.45040387
2024-12-05,1.0,-0.9992549222333156,4.983172260949494,2.84249160874968,0.5053769,0.54390216,0.57014585,0.5393497,0.54803455,0.55634564,0.54304194,0.55630386,0.55413514,0.57037336,0.542659,0.53394043,0.5907212,0.53206384,0.5614969,0.56267244,0.53477836,0.5289842,0.5614393,0.55801404,0.54397357,0.5496388,0.56527,0.5034917,0.5318753,0.5266331,0.5268462,0.55103904,0.52890015,0.55152476,0.54726416,0.71345264,0.53515494,0.5382239,0.5466761,0.534233,0.5431461,0.5526076,0.5474094,0.57008773,0.5661623,0.5414638,0.535803,0.53698134,0.55938804,0.5490525,0.5196397,0.55124736,0.5494512,0.5373538
2024-12-06,1.0,-0.9032372232332472,0.6977148198556776,0.09134510578209,0.5606229,0.5697219,0.61481756,0.5754254,0.5681207,0.6146694,0.5829113,0.5859094,0.5926059,0.5872517,0.56943935,0.55939186,0.5795614,0.56840473,0.61533177,0.6115987,0.5631272,0.569294,0.58864987,0.59286004,0.57247025,0.6098016,0.5741993,0.56733,0.5776629,0.5534346,0.5634514,0.5738843,0.56953096,0.581041,0.6026328,0.56943226,0.5758479,0.56839865,0.57051545,0.5881731,0.60400397,0.58051276,0.58043337,0.59090304,0.59161204,0.5555855,0.5615885,0.5839678,0.5906374,0.57448626,0.54275876,0.56565356,0.6016855,0.56385285
2024-12-07,1.0,-1.1832389889383337,1.5101066610290954,1.27163050682054,0.37796497,0.45276427,0.4293966,0.48090225,0.42998797,0.51028776,0.42450997,0.47841403,0.41885808,0.4633304,0.45751262,0.49063733,0.5261716,0.43763047,0.49022403,0.4198222,0.43160468,0.43560073,0.42145753,0.48128656,0.48573428,0.5011296,0.42709202,0.37882626,0.4590512,0.4491795,0.451813,0.46072787,0.4753409,0.42500055,0.48429382,0.40504533,0.39813706,0.4583411,0.46916074,0.47979626,0.45043725,0.48585123,0.47133133,0.49077034,0.50520283,0.45970306,0.44860762,0.45056248,0.44419017,0.44689548,0.41523695,0.41808504,0.450513,0.47666034
2024-12-08,0.0,-7.131519193500494,0.1051177427265866,-3.86478475525823,0.41491225,0.379305,0.41138402,0.40875012,0.4768934,0.45200646,0.4190442,0.420974,0.44393,0.41967058,0.38567454,0.42454106,0.54028183,0.42408502,0.4381936,0.41666165,0.44797114,0.37489823,0.44345564,0.43536872,0.42908275,0.40365803,0.4243096,0.38544106,0.40033713,0.43671104,0.42603886,0.3878482,0.43328047,0.42387956,0.43438685,0.40339032,0.39297816,0.4067297,0.44572136,0.47169515,0.41523856,0.45388636,0.42509633,0.46547392,0.4544079,0.43962926,0.41387692,0.4194753,0.42383352,0.4181972,0.44836107,0.4320594,0.41348377,0.4462634
