nama_juri,accuracy,f1_macro,prec_long,rec_long,f1_long,prec_short,rec_short,f1_short,roi_audisi
model_gru_001,51.76991150442478,37.150146702385506,51.36363636363637,98.26086956521739,67.46268656716417,66.66666666666666,3.6036036036036037,6.837606837606838,65.71768776357422
model_gru_002,48.23008849557522,47.23735408560311,49.29577464788733,60.86956521739131,54.474708171206224,46.42857142857143,35.13513513513514,40.0,-4.832683228651922
model_gru_003,57.07964601769911,52.667602288675376,55.00000000000001,86.08695652173914,67.11864406779661,65.21739130434783,27.027027027027028,38.21656050955414,47.956013492510216
model_gru_004,49.11504424778761,44.8277326087418,50.0,75.65217391304347,60.207612456747405,46.15384615384615,21.62162162162162,29.447852760736197,10.871398862745377
model_gru_005,47.78761061946903,45.32108586894119,49.056603773584904,67.82608695652173,56.934306569343065,44.776119402985074,27.027027027027028,33.70786516853933,-5.8904793143228975
model_gru_006,46.46017699115044,44.98561570804917,47.97297297297297,61.73913043478261,53.99239543726235,43.58974358974359,30.630630630630627,35.978835978835974,-11.679188433058323
model_gru_007,47.78761061946903,44.62624584717608,49.09090909090909,70.43478260869566,57.85714285714286,44.26229508196721,24.324324324324326,31.3953488372093,-10.336672498576855
model_gru_008,53.53982300884957,47.07259953161592,52.63157894736842,86.95652173913044,65.57377049180327,58.333333333333336,18.91891891891892,28.57142857142857,61.59957688355468
model_gru_009,46.902654867256636,37.91208791208791,48.73096446700508,83.47826086956522,61.53846153846154,34.48275862068966,9.00900900900901,14.285714285714285,14.253167954879336
model_gru_010,48.23008849557522,44.44374409076583,49.411764705882355,73.04347826086956,58.94736842105262,44.642857142857146,22.52252252252252,29.94011976047904,6.043085503963198
model_gru_011,48.23008849557522,46.95793464524283,49.31506849315068,62.60869565217392,55.172413793103445,46.25,33.33333333333333,38.7434554973822,-17.114209295771683
model_gru_012,51.76991150442478,40.87887296901624,51.442307692307686,93.04347826086956,66.25386996904025,55.55555555555556,9.00900900900901,15.503875968992247,45.69891761162635
model_gru_013,50.0,44.52481807320517,50.54945054945055,80.0,61.95286195286195,47.72727272727273,18.91891891891892,27.09677419354839,25.667959808286422
model_gru_014,55.309734513274336,52.496306008199625,54.21686746987952,78.26086956521739,64.05693950177937,58.333333333333336,31.53153153153153,40.93567251461988,60.266353843462554
model_gru_015,50.88495575221239,46.152360100457216,51.12359550561798,79.13043478260869,62.116040955631405,50.0,21.62162162162162,30.18867924528302,15.048405211205498
model_gru_016,50.88495575221239,50.605469903715516,51.5625,57.391304347826086,54.32098765432099,50.0,44.14414414414414,46.889952153110045,12.216816602771974
model_gru_017,50.442477876106196,44.49122807017544,50.810810810810814,81.73913043478261,62.66666666666667,48.78048780487805,18.01801801801802,26.31578947368421,26.272097978536774
model_gru_018,50.442477876106196,33.52941176470588,50.66666666666667,99.1304347826087,67.05882352941175,0.0,0.0,0.0,54.16462834502258
model_gru_019,49.11504424778761,47.203770288662724,50.0,66.95652173913044,57.249070631970255,47.22222222222222,30.630630630630627,37.15846994535519,-2.533526391495309
model_gru_020,49.11504424778761,39.77522882632372,50.0,86.95652173913044,63.49206349206349,42.30769230769231,9.90990990990991,16.05839416058394,30.132005340362756
model_gru_021,50.88495575221239,33.724340175953074,50.88495575221239,100.0,67.44868035190615,0.0,0.0,0.0,58.729360382145245
model_gru_022,48.67256637168141,46.454248366013076,49.681528662420384,67.82608695652173,57.35294117647059,46.3768115942029,28.82882882882883,35.55555555555556,5.903031755404322
model_gru_023,46.46017699115044,44.98561570804917,47.97297297297297,61.73913043478261,53.99239543726235,43.58974358974359,30.630630630630627,35.978835978835974,-18.790154366946947
model_gru_024,50.88495575221239,33.724340175953074,50.88495575221239,100.0,67.44868035190615,0.0,0.0,0.0,58.729360382145245
model_gru_025,49.557522123893804,34.62904699076424,50.2283105022831,95.65217391304348,65.86826347305389,28.57142857142857,1.8018018018018018,3.389830508474576,47.241989115903635
model_gru_026,49.11504424778761,44.8277326087418,50.0,75.65217391304347,60.207612456747405,46.15384615384615,21.62162162162162,29.447852760736197,7.699422768538898
model_gru_027,46.902654867256636,45.18554450642736,48.34437086092716,63.47826086956522,54.88721804511278,44.0,29.72972972972973,35.483870967741936,-10.77868831479194
model_gru_028,50.442477876106196,33.52941176470588,50.66666666666667,99.1304347826087,67.05882352941175,0.0,0.0,0.0,41.5867019968844
model_gru_029,47.34513274336283,45.36737969000752,48.701298701298704,65.21739130434783,55.762081784386616,44.44444444444444,28.82882882882883,34.97267759562842,-15.90276325624152
model_gru_030,47.78761061946903,45.53104575163399,49.044585987261144,66.95652173913044,56.61764705882353,44.927536231884055,27.927927927927925,34.44444444444444,-1.9102411187269352
model_gru_031,48.23008849557522,44.71323729274259,49.404761904761905,72.17391304347827,58.657243816254415,44.827586206896555,23.423423423423422,30.76923076923077,-0.6405815487221731
model_gru_032,55.309734513274336,49.4407158836689,53.72340425531915,87.82608695652175,66.66666666666666,63.1578947368421,21.62162162162162,32.21476510067114,46.572299723521155
model_gru_033,53.09734513274337,43.28598484848485,52.19512195121951,93.04347826086956,66.875,61.904761904761905,11.711711711711711,19.696969696969695,60.6139934295539
model_gru_034,52.21238938053098,52.20864661654135,53.21100917431193,50.43478260869565,51.78571428571429,51.28205128205128,54.054054054054056,52.63157894736842,14.137600422969376
model_gru_035,50.88495575221239,33.724340175953074,50.88495575221239,100.0,67.44868035190615,0.0,0.0,0.0,58.729360382145245
model_gru_036,50.442477876106196,45.50934297769741,50.83798882681564,79.13043478260869,61.904761904761905,48.93617021276596,20.72072072072072,29.11392405063291,15.113851374041202
model_gru_037,50.88495575221239,33.724340175953074,50.88495575221239,100.0,67.44868035190615,0.0,0.0,0.0,58.729360382145245
model_gru_038,49.557522123893804,45.45223577235772,50.28901734104046,75.65217391304347,60.416666666666664,47.16981132075472,22.52252252252252,30.48780487804878,17.071314593533135
model_gru_039,50.88495575221239,34.51327433628319,50.89285714285714,99.1304347826087,67.2566371681416,50.0,0.9009009009009009,1.7699115044247788,56.561370135989776
model_gru_040,46.46017699115044,44.816870144284124,48.0,62.60869565217392,54.339622641509436,43.42105263157895,29.72972972972973,35.294117647058826,-11.531709711486064
model_gru_041,51.76991150442478,36.4365888272481,51.35135135135135,99.1304347826087,67.65578635014838,75.0,2.7027027027027026,5.217391304347826,61.48219983115815
model_gru_042,50.88495575221239,34.51327433628319,50.89285714285714,99.1304347826087,67.2566371681416,50.0,0.9009009009009009,1.7699115044247788,55.207424797185126
