tanggal,target_asli,wasit_low,wasit_high,wasit_target,model_xgb_019,model_xgb_034,model_xgb_037,model_xgb_050,model_xgb_007,model_xgb_020,model_xgb_048,model_xgb_022,model_xgb_009,model_xgb_008,model_xgb_049,model_xgb_011,model_xgb_035,model_xgb_024,model_xgb_040,model_xgb_047,model_xgb_004,model_xgb_030,model_xgb_002,model_xgb_006,model_xgb_018,model_xgb_041,model_xgb_031,model_xgb_045,model_xgb_038,model_xgb_016,model_xgb_032,model_xgb_021,model_xgb_027,model_xgb_044,model_xgb_012,model_xgb_042,model_xgb_003,model_xgb_014,model_xgb_015,model_xgb_005,model_xgb_013,model_xgb_029,model_xgb_023,model_xgb_026,model_xgb_028,model_xgb_039,model_xgb_046,model_xgb_001,model_xgb_017,model_xgb_025,model_xgb_010,model_xgb_043,model_xgb_033,model_xgb_036
2025-03-09,0,-4.140387080009904,4.112109870918619,-2.68453567037924,0.47541973,0.48739952,0.53474987,0.44401252,0.4557649,0.46360305,0.4681587,0.49506903,0.46292412,0.53416985,0.36150333,0.4749819,0.46956953,0.43290406,0.37710634,0.34582648,0.4288773,0.46292335,0.47503316,0.26746783,0.4622122,0.5220569,0.4639666,0.40469658,0.4754704,0.4734804,0.44685048,0.4630063,0.3097816,0.4443386,0.381451,0.3665787,0.52228326,0.4774422,0.43079254,0.48956224,0.45858264,0.3859307,0.48317635,0.5356918,0.4725758,0.32900086,0.47120008,0.5119717,0.42043117,0.4861933,0.5164293,0.39867133,0.4635766,0.5070485
2025-03-10,1,-2.5643623631515733,6.193260611284761,5.37139060247328,0.61198425,0.5337783,0.5369936,0.54254067,0.46804607,0.46212855,0.479189,0.53447616,0.5101944,0.5078323,0.55115974,0.46338636,0.46157303,0.56459326,0.68252367,0.6213508,0.5779187,0.5228712,0.53691095,0.6278489,0.53327245,0.4979069,0.5921677,0.5082158,0.53197587,0.54107416,0.54610735,0.49584743,0.47967884,0.46763432,0.5661081,0.63783264,0.51073277,0.4467463,0.49326572,0.47010848,0.6439204,0.596999,0.4867551,0.52618974,0.55252993,0.4314347,0.5045526,0.51828706,0.5424751,0.52668244,0.54236746,0.5615501,0.5085457,0.53349966
2025-03-11,1,-2.843937415698369,1.919008851208709,0.8968502033038599,0.55613506,0.44674963,0.4702879,0.5375487,0.4788425,0.52618974,0.48190904,0.5135117,0.5477396,0.53475803,0.45317283,0.52035826,0.52853495,0.49682972,0.62949467,0.4155799,0.48063764,0.50916964,0.51516426,0.61018133,0.5109467,0.4658347,0.51849234,0.52751344,0.5362937,0.41718647,0.45707798,0.49270037,0.59469736,0.49064937,0.47815022,0.60480946,0.45286202,0.55990696,0.43703988,0.5378523,0.42288584,0.47311088,0.5302591,0.50426143,0.4755709,0.47384882,0.49506903,0.48535174,0.50018096,0.49824935,0.53659815,0.49140656,0.5091999,0.46373612
2025-03-12,0,-4.572633200580999,0.7811298674943793,-3.11239175565561,0.50731486,0.48462272,0.479189,0.46986696,0.42922717,0.46949753,0.5284833,0.4735228,0.421313,0.48126087,0.39648002,0.469155,0.5240852,0.55127853,0.44539037,0.47619548,0.58228534,0.50916964,0.46507433,0.50897807,0.49958846,0.5321307,0.47133738,0.4669809,0.43328118,0.46291026,0.437672,0.52618974,0.40164277,0.48113313,0.5178061,0.3995672,0.52827805,0.4902691,0.49899423,0.4880496,0.4482181,0.45184928,0.5315798,0.5283557,0.43632218,0.66464204,0.532624,0.46274224,0.51937485,0.48166952,0.4615517,0.42243958,0.48424208,0.56223977
2025-03-13,1,-0.3667410129070976,5.041076475436591,3.47392620472014,0.6410606,0.4488258,0.49270037,0.50130516,0.53037345,0.46360305,0.5109467,0.50231457,0.4930097,0.5264194,0.47967547,0.5134068,0.53639984,0.43037152,0.53379524,0.42631567,0.5654455,0.46894687,0.47503316,0.48649207,0.49506903,0.50392884,0.49884865,0.5740179,0.52397805,0.34841067,0.5172328,0.50426143,0.37067756,0.5727631,0.5548056,0.47380534,0.5567253,0.4450955,0.5431087,0.48767218,0.48887613,0.49271575,0.48317635,0.49963,0.5007698,0.5069941,0.5238259,0.4582096,0.41357043,0.47791255,0.47259578,0.55064666,0.49940097,0.52633643
2025-03-14,1,-0.4357970921293623,0.8218736371313496,0.4220972745167,0.6130092,0.46428776,0.48594004,0.47974977,0.6313054,0.46360305,0.49506903,0.4667324,0.4944758,0.5350183,0.4179306,0.5055866,0.5216807,0.45022053,0.41531757,0.48399058,0.42122328,0.50337744,0.51516426,0.41383544,0.49506903,0.49584743,0.43450135,0.50637543,0.56145334,0.5529454,0.42219272,0.49953645,0.3707985,0.43715212,0.4384764,0.52916,0.49395874,0.47498712,0.5365532,0.49257943,0.58545685,0.5516241,0.48880538,0.53023636,0.5081695,0.40535885,0.5180788,0.48536786,0.48800007,0.5427514,0.4934721,0.46992096,0.49116367,0.5049481
2025-03-15,0,-2.834877473419619,0.9189498966785624,-2.11364721204962,0.51996344,0.49544388,0.46656772,0.5285181,0.47923446,0.53382534,0.51734114,0.47503316,0.48564702,0.48229188,0.47775263,0.4910427,0.47031748,0.5023674,0.64927536,0.6581673,0.50740194,0.48594004,0.48584875,0.51864755,0.522814,0.4658347,0.5137015,0.5304271,0.5421555,0.50087655,0.50848395,0.50426143,0.60074204,0.4495552,0.56027263,0.5239599,0.54664403,0.55821365,0.42229465,0.5201429,0.5350354,0.5195256,0.5156118,0.5174352,0.5465019,0.5478997,0.5189934,0.5714312,0.57936776,0.5760759,0.50609857,0.5244955,0.5085457,0.53659964
2025-03-16,1,-0.1436461730825812,2.608505351854652,1.72349170117196,0.4778044,0.43347034,0.49958846,0.45727253,0.44011438,0.5285233,0.49506903,0.46436393,0.54083204,0.5280487,0.5103746,0.44781354,0.5216807,0.45638955,0.5991099,0.5088888,0.4532994,0.4666593,0.48091722,0.6053923,0.53707576,0.5321307,0.5372295,0.47727823,0.44663328,0.479647,0.4747864,0.53588265,0.5063545,0.5564335,0.3902559,0.49119404,0.44913828,0.4972294,0.5071573,0.48956224,0.51774025,0.48806956,0.4617605,0.4702879,0.46835515,0.44423294,0.52853495,0.4803731,0.48375997,0.47409266,0.46781793,0.44629493,0.49958846,0.48396188
2025-03-17,0,-3.482595304093741,0.0139378404678702,-1.55348697269551,0.6174586,0.5586741,0.4721515,0.5022086,0.5148669,0.46476167,0.47252437,0.50426143,0.4243406,0.5049163,0.5145042,0.55173427,0.5354833,0.42328194,0.4657066,0.48549646,0.54520607,0.5324557,0.5274169,0.6316381,0.48594004,0.51715255,0.44331488,0.54522854,0.5171452,0.4374678,0.5272193,0.49506903,0.5839308,0.37952816,0.4913013,0.47484496,0.53506804,0.46940315,0.59862,0.4704375,0.5519933,0.56890833,0.5162804,0.53668916,0.51816005,0.5349423,0.51340514,0.47542828,0.5837182,0.5074818,0.4855774,0.5093587,0.5189673,0.48247945
2025-03-18,1,-0.2031560367638926,5.050679190450183,4.87344175789443,0.43706602,0.50484115,0.49584743,0.5294969,0.40358034,0.50337744,0.5321307,0.4688061,0.4710397,0.5110672,0.4988194,0.55196166,0.4630063,0.4380251,0.5792778,0.34312138,0.40154424,0.49506903,0.51516426,0.4483699,0.4805211,0.4658347,0.4507471,0.4539799,0.39459267,0.4708715,0.49906856,0.47517833,0.4150693,0.4489731,0.46728262,0.5095374,0.4832802,0.5397211,0.44558185,0.4880496,0.53873456,0.5444979,0.50416213,0.5326051,0.5089119,0.56264967,0.4883597,0.502164,0.45547742,0.4624507,0.49023402,0.4455529,0.5091999,0.46847096
2025-03-19,0,-3.7431796435814473,0.6973423093194858,-3.06630706836421,0.5461624,0.504217,0.46565098,0.48002645,0.41763207,0.4967847,0.5135117,0.49137652,0.5195388,0.51346517,0.48807275,0.45928767,0.5135117,0.556619,0.48184034,0.5022193,0.37199295,0.49137652,0.49270037,0.47277927,0.52853495,0.50337744,0.5392813,0.49920636,0.4156074,0.5592966,0.4496072,0.5135117,0.41418478,0.50324255,0.47668222,0.38949844,0.5110015,0.47287172,0.42029715,0.49963,0.40430772,0.45519057,0.52745926,0.522814,0.4891905,0.38418433,0.47120008,0.47652873,0.40400532,0.42982116,0.4627242,0.44969186,0.4635766,0.5802047
2025-03-20,0,-1.2522846034510258,0.7416207243552169,-0.15994092488549,0.6496602,0.551127,0.46565098,0.5341839,0.48224226,0.48594004,0.46318242,0.5135117,0.464539,0.5134372,0.4838855,0.5405171,0.52466893,0.47012854,0.5996075,0.46847108,0.45535174,0.5109467,0.5354833,0.56666046,0.48584875,0.50426143,0.52876246,0.573166,0.43693125,0.43941167,0.50503784,0.5298319,0.50727165,0.5195961,0.48314974,0.3615288,0.466468,0.49100545,0.44798684,0.5177525,0.43778548,0.5488374,0.53416985,0.46436393,0.4835014,0.6168413,0.5099449,0.4450521,0.5148579,0.48454288,0.5737793,0.4852175,0.5189673,0.48511744
2025-03-21,0,-0.5529550134202956,0.5341712856209334,-0.29560066348178,0.57955766,0.5337783,0.4693565,0.50040287,0.4564788,0.50426143,0.47687984,0.5304885,0.48071563,0.47166902,0.5931873,0.44465062,0.49506903,0.5763025,0.4544156,0.589716,0.5106078,0.49955878,0.48594004,0.4282348,0.4805211,0.4658347,0.52517873,0.5472457,0.4443787,0.46930945,0.49310583,0.5298319,0.51534986,0.46409217,0.4900303,0.49784297,0.4974651,0.5374775,0.39434293,0.5378523,0.4941341,0.39147106,0.46765393,0.53668916,0.50496817,0.56609786,0.47503316,0.55360377,0.5256893,0.583795,0.5237664,0.506949,0.52853495,0.49162287
2025-03-22,1,-0.0367908592942444,2.693634530231824,2.6388880980959604,0.4280062,0.43091926,0.4671689,0.53757006,0.46541947,0.53669333,0.5284833,0.52618974,0.51718634,0.48126087,0.56663704,0.5291358,0.49506903,0.5235209,0.5048538,0.501973,0.44752637,0.47142795,0.51560104,0.48191005,0.49584743,0.4898828,0.48689282,0.48826838,0.46937758,0.6638628,0.56462634,0.4883597,0.39425945,0.4493281,0.48680896,0.5003117,0.5238628,0.47629443,0.51016164,0.48949358,0.5113339,0.5379718,0.47708324,0.47253242,0.45365462,0.5443807,0.46204856,0.5378158,0.44332424,0.4911779,0.48177525,0.46890274,0.46535066,0.5028899
2025-03-23,1,-0.6566512868276064,3.0691133656032243,1.6311625828365601,0.50855243,0.4939894,0.5162804,0.5396315,0.48343307,0.4688061,0.4688061,0.479189,0.49306908,0.5078323,0.5473732,0.5450699,0.5216807,0.51857316,0.44857696,0.40614748,0.40874243,0.53416985,0.4735228,0.51212066,0.479189,0.4645832,0.4829538,0.52391076,0.4283019,0.5318039,0.46461588,0.48584875,0.56532377,0.5452865,0.5952148,0.49011928,0.41529325,0.47443974,0.46324617,0.48956224,0.41271105,0.52239746,0.5162804,0.5317592,0.57678026,0.6437053,0.51646835,0.48179623,0.42767897,0.45571646,0.4904194,0.5245669,0.5091999,0.50176597
2025-03-24,0,-1.3672298339470494,1.1832483822035675,-0.12040641846587,0.4879131,0.49816644,0.49270037,0.4909805,0.49065575,0.48594004,0.49506903,0.49963,0.5070775,0.50064075,0.57803047,0.5398026,0.47324967,0.477038,0.5556768,0.4879492,0.42683792,0.48195022,0.49506903,0.42310783,0.5220569,0.49584743,0.44447252,0.47601676,0.51208687,0.3809214,0.39871594,0.47140184,0.52871567,0.4358268,0.53138965,0.53595054,0.5627435,0.49638754,0.5210258,0.5065109,0.4436227,0.4990406,0.5203885,0.53668916,0.48641998,0.4517478,0.51340514,0.4903484,0.47882926,0.54547304,0.5625521,0.51330703,0.49116367,0.50481766
2025-03-25,0,-1.7695637589963404,1.0043241428072158,-0.55501500919203,0.48516014,0.4729295,0.49201757,0.5311789,0.5444462,0.50337744,0.51734114,0.5333325,0.50185496,0.5110672,0.47048584,0.44697016,0.5109467,0.5557732,0.62192905,0.44105655,0.4823716,0.46292448,0.4667324,0.47971532,0.4622122,0.50337744,0.5833652,0.4434372,0.491707,0.6301057,0.45578808,0.5135117,0.4601842,0.5029828,0.4655714,0.5992904,0.48534343,0.46826997,0.59386754,0.5094965,0.54794234,0.62375987,0.47708324,0.5117259,0.49584877,0.60060817,0.4883597,0.517231,0.5237551,0.50432205,0.56033653,0.4897482,0.535583,0.5615394
2025-03-26,1,-1.2844543800540995,0.9701129913053278,0.37078004164337,0.464733,0.46644405,0.49506903,0.46394387,0.513734,0.4645832,0.46396938,0.49506903,0.43037394,0.5280487,0.56865937,0.52528113,0.47226453,0.5083077,0.4615837,0.42708275,0.34624153,0.52634895,0.51516426,0.37233317,0.46206728,0.50392884,0.5603219,0.4451725,0.40345502,0.28768143,0.5589543,0.53588265,0.28917238,0.5651589,0.51305926,0.47405425,0.44424364,0.43421435,0.40589163,0.4880496,0.4895717,0.32866895,0.49270037,0.5079327,0.49403676,0.35687378,0.4735228,0.48582804,0.52782017,0.5007331,0.43778017,0.50962824,0.522814,0.45571998
2025-03-27,0,-4.270727255629724,0.3246512333030863,-3.27151282624945,0.3900187,0.47240484,0.52945817,0.49079517,0.51270705,0.52338535,0.5284833,0.5109467,0.5151192,0.5134372,0.5459221,0.58482236,0.52466893,0.4625523,0.32973588,0.4086787,0.49168682,0.47142795,0.5350183,0.5591244,0.46765393,0.52745926,0.5029784,0.46587384,0.5159346,0.6093158,0.60914785,0.52111304,0.54440445,0.46871462,0.42934456,0.4250816,0.53792465,0.54728526,0.47008172,0.5201429,0.55691236,0.45840585,0.50416213,0.49442983,0.5421288,0.48501748,0.48137653,0.50203377,0.46476763,0.5366205,0.6105246,0.54090416,0.5189673,0.5441976
2025-03-28,0,-3.3477969044850378,0.2370318232423681,-2.12590631891735,0.4799935,0.47795624,0.50337744,0.4947241,0.50440985,0.5109467,0.53616613,0.4892053,0.49370146,0.47884393,0.5787857,0.5581415,0.46157303,0.523442,0.5663344,0.6063037,0.63525534,0.48594004,0.48584875,0.6686634,0.49506903,0.5109467,0.50525856,0.50070465,0.53778684,0.64947325,0.5299713,0.5237453,0.61488986,0.5229981,0.5141939,0.5258517,0.50362194,0.55061805,0.5113606,0.5378523,0.5650587,0.54138994,0.47708324,0.53668916,0.4871411,0.6204831,0.48152056,0.5430699,0.52710754,0.52605194,0.48811245,0.53587365,0.50426143,0.42898458
2025-03-29,0,-1.3196910870957206,1.066423687039372,-0.31332103056849003,0.38027146,0.5104565,0.4729418,0.4924951,0.4374741,0.46792546,0.5330682,0.48091722,0.47891936,0.48229188,0.51341116,0.47264972,0.5240852,0.47225505,0.5340083,0.5584825,0.5749843,0.534661,0.5365479,0.49083793,0.4645832,0.52745926,0.52727145,0.6001877,0.6474099,0.5329367,0.5061104,0.473581,0.4620664,0.48539937,0.51202774,0.50575536,0.5010685,0.50502974,0.45814943,0.5094965,0.46739432,0.5325796,0.47708324,0.48317635,0.49594733,0.5894168,0.51340514,0.47261629,0.42185405,0.482107,0.5124432,0.58093053,0.53606856,0.4511212
2025-03-30,1,-1.358217395056342,1.8675001154603303,0.19403425512951,0.5830147,0.47240484,0.47503316,0.53080535,0.414185,0.46633756,0.46318242,0.5333325,0.47279507,0.5315798,0.42741582,0.46776268,0.5220569,0.46012577,0.47416893,0.42620376,0.45006827,0.46949753,0.49958846,0.37545386,0.5180266,0.48510295,0.437108,0.51071155,0.49856362,0.4833843,0.4115237,0.522814,0.49813303,0.5432459,0.44596627,0.42451757,0.5468008,0.47260424,0.46502602,0.4880496,0.4179861,0.41933978,0.53416985,0.5117259,0.45404702,0.5117747,0.46362418,0.5154938,0.5442368,0.49133387,0.48251253,0.49402118,0.46765393,0.45604923
2025-03-31,1,-0.1421603407020241,3.6041009578442766,3.1108055610873,0.50589454,0.48422268,0.4669431,0.46109554,0.461036,0.53669333,0.5079327,0.5338358,0.5517415,0.50426143,0.5060507,0.53053623,0.48091722,0.49862775,0.55907327,0.43861562,0.44913304,0.49506903,0.48973945,0.49053892,0.5234372,0.49584743,0.4760142,0.5355435,0.5640073,0.5672798,0.5461023,0.52853495,0.5513666,0.56272876,0.44961956,0.51521426,0.51564276,0.55777234,0.4570509,0.5094965,0.5352081,0.42940083,0.46074858,0.49958846,0.53289384,0.5119929,0.49137652,0.5408267,0.5323649,0.5614498,0.49040928,0.52644956,0.48424208,0.5182389
2025-04-01,0,-3.3898255589912307,3.849020489817744,-3.1516618721199605,0.48893756,0.45135704,0.53474987,0.5412604,0.53283143,0.46949753,0.49506903,0.47503316,0.55224925,0.48126087,0.5417504,0.5422139,0.5274357,0.4248807,0.49078274,0.5332113,0.45782992,0.50916964,0.46368584,0.4767103,0.5220569,0.50337744,0.5344185,0.5115383,0.37731788,0.63685876,0.41336736,0.50953794,0.45757216,0.5697597,0.5446856,0.5422667,0.5670713,0.5607789,0.47520438,0.5189823,0.5195172,0.4829126,0.47434515,0.5326051,0.47565392,0.4764445,0.49137652,0.50799924,0.48344454,0.49638167,0.547044,0.49472904,0.49506903,0.5493963
2025-04-02,1,-1.5942067161223012,1.7797498742424909,0.8408938788086601,0.4914129,0.47985005,0.5065109,0.46185887,0.52840465,0.48091722,0.5284833,0.5252607,0.54403436,0.48126087,0.4129964,0.476822,0.46757364,0.53347397,0.41515976,0.556072,0.5374752,0.53096044,0.46507433,0.43819982,0.46565098,0.51375395,0.49619746,0.5088491,0.45147166,0.31179973,0.4903686,0.48584875,0.5248141,0.392146,0.5248275,0.39708507,0.41878647,0.4903382,0.50146747,0.4735228,0.44726714,0.534168,0.50426143,0.52466893,0.5520708,0.49411422,0.4735228,0.46802205,0.5347127,0.52629495,0.42324203,0.49758038,0.49506903,0.54434377
2025-04-03,1,-1.8852627263769568,1.7947034110557776,0.8100200026059999,0.43502197,0.4657556,0.52829593,0.50570387,0.50627124,0.46476167,0.46507433,0.5234372,0.49465093,0.48653382,0.6421885,0.5241374,0.46956953,0.5294435,0.46828791,0.41710654,0.58438885,0.5234372,0.46436393,0.59458447,0.47744557,0.51715255,0.48655805,0.5583926,0.64079297,0.4844524,0.49184412,0.5334702,0.5722486,0.43937817,0.5538532,0.63589823,0.4830203,0.504702,0.48969132,0.5201429,0.39491382,0.50005853,0.50416213,0.47768041,0.4892209,0.6371483,0.5189934,0.5403558,0.50480735,0.58245933,0.46583793,0.48242673,0.48424208,0.44388875
2025-04-04,0,-1.8162785144335825,0.4473594972238882,-0.42033687594590996,0.6341006,0.5358232,0.5109467,0.4515017,0.51417065,0.49506903,0.51734114,0.5177228,0.4754882,0.479189,0.6591621,0.51426697,0.47503316,0.50635517,0.66435003,0.5698195,0.5625421,0.52634895,0.49240628,0.5559449,0.4622122,0.48510295,0.5424329,0.5027669,0.52531576,0.58121574,0.45969108,0.50045544,0.6085866,0.50570726,0.5661123,0.6107761,0.48518714,0.54546154,0.46899816,0.5348418,0.6191389,0.64678013,0.50416213,0.5283557,0.58587366,0.6974136,0.48152056,0.56495297,0.41515887,0.539639,0.5791931,0.5383201,0.52853495,0.54296654
2025-04-05,0,-7.950027732070176,0.3341868773257901,-6.30949912246192,0.53287077,0.47163883,0.50426143,0.5285652,0.4742238,0.514672,0.52745926,0.5274357,0.5535446,0.53475803,0.3923464,0.46515763,0.52945817,0.53109014,0.3210494,0.43330845,0.47345257,0.48195022,0.53447616,0.5225586,0.50426143,0.49843162,0.5708919,0.5190249,0.52221346,0.3743274,0.46446985,0.5287699,0.58749413,0.52176774,0.4913348,0.62247854,0.42209896,0.49079847,0.5464797,0.51412654,0.5416353,0.44066176,0.48933196,0.522814,0.4961191,0.5608906,0.51340514,0.49180132,0.47809157,0.59188545,0.46408996,0.46462968,0.49391833,0.46421185
2025-04-06,1,-5.130000505381908,3.5245295478776453,0.93055424346964,0.5549542,0.4657556,0.53474987,0.4875848,0.42590305,0.4753383,0.48594004,0.4666593,0.48621145,0.47687984,0.46506685,0.5169278,0.533486,0.43459207,0.47986734,0.5205787,0.52476704,0.46894687,0.47503316,0.4941232,0.5317592,0.51375395,0.47499353,0.51460415,0.40279573,0.48013613,0.5409422,0.48609462,0.4869727,0.44608262,0.40245432,0.43256715,0.47016007,0.47106004,0.4873327,0.4880496,0.4540844,0.47535083,0.49506903,0.46965325,0.5079728,0.48376277,0.5189934,0.49472752,0.4399905,0.54283214,0.45892888,0.5157978,0.48424208,0.51247543
2025-04-07,0,-3.7627101961614304,2.130602243449393,-3.6545314426559403,0.5864176,0.5104565,0.5369936,0.4832516,0.5506851,0.46792546,0.51734114,0.50426143,0.49135977,0.5350183,0.5260026,0.5482642,0.5247095,0.5537651,0.45002455,0.46420363,0.50552636,0.537499,0.51516426,0.52010185,0.53327245,0.51375395,0.55354106,0.515883,0.63986033,0.5100332,0.4862384,0.46565098,0.5493927,0.5645748,0.41145623,0.5228871,0.5038199,0.52219063,0.54266465,0.46507433,0.5879517,0.54501104,0.5203885,0.52618974,0.47423568,0.66207135,0.49506903,0.45049122,0.4996946,0.5322312,0.51561105,0.4842053,0.49391833,0.4898019
2025-04-08,1,-2.2558167439700205,9.093323388513962,7.92271898213657,0.3357514,0.4752704,0.46241772,0.4830753,0.4974221,0.5285233,0.52745926,0.4626901,0.5302874,0.50169814,0.44281328,0.5041285,0.52853495,0.462603,0.46335927,0.43715522,0.5119685,0.46292448,0.5309472,0.34180576,0.5109467,0.4658347,0.5773346,0.47641453,0.32165998,0.3925098,0.3981796,0.46304888,0.48589468,0.6033807,0.51680255,0.44496027,0.4832802,0.52387416,0.4525717,0.5177525,0.45148647,0.48422414,0.5302591,0.46792546,0.45766193,0.44512522,0.46204856,0.4724217,0.42795196,0.47440025,0.4155502,0.51697594,0.5091999,0.44640058
2025-04-09,0,-5.154941609955741,0.1668879991507879,-3.7088127865998097,0.44934636,0.47555304,0.53474987,0.48878425,0.4677521,0.5321203,0.5313694,0.50426143,0.54795945,0.48126087,0.43337044,0.51730853,0.52618974,0.53283554,0.55564165,0.5985444,0.4297918,0.52998835,0.49584743,0.6543836,0.5352971,0.49963,0.45901492,0.47948536,0.5016332,0.346016,0.5024469,0.48584875,0.42784762,0.45773035,0.4686501,0.47538254,0.49371633,0.4973427,0.47924048,0.4735228,0.5591695,0.46780527,0.47120008,0.5326051,0.47897997,0.5177743,0.4900411,0.50656843,0.4552519,0.5188437,0.45976374,0.47745904,0.46396938,0.53214025
2025-04-10,1,-0.8043082168103489,5.7276067819730105,4.68283226478621,0.57634664,0.48570022,0.4721515,0.53275555,0.4409468,0.50963604,0.5321307,0.5177228,0.5227965,0.4694186,0.5322026,0.4721046,0.533486,0.4812259,0.52654713,0.4692645,0.53708017,0.5302591,0.5135117,0.6055102,0.4805211,0.4979069,0.5177577,0.5849122,0.5676563,0.61844486,0.48449385,0.5237453,0.6465181,0.58639497,0.4706782,0.47139692,0.516762,0.5010627,0.5602492,0.48949358,0.47437122,0.52275413,0.48933196,0.5289856,0.52800363,0.6803883,0.5189934,0.5043395,0.47586855,0.5108974,0.5414086,0.5698431,0.49438,0.5388651
2025-04-11,1,-0.7591206997299069,2.930791467798869,2.1969489076607,0.5249399,0.4751817,0.5079327,0.4726419,0.56544596,0.47381294,0.47687984,0.48333782,0.57526493,0.53416985,0.5372375,0.5137088,0.50426143,0.43386492,0.4765934,0.5422581,0.47923544,0.522814,0.5135117,0.41683656,0.47077706,0.51375395,0.45029372,0.4312391,0.51899606,0.44280586,0.48800346,0.50953794,0.52882135,0.4812038,0.47189906,0.5207744,0.51672226,0.4748423,0.41905066,0.51412654,0.3692018,0.50263697,0.48880538,0.46362418,0.57246566,0.4897494,0.46750933,0.51632273,0.4815599,0.5058914,0.44326904,0.47675228,0.49940097,0.4847466
2025-04-12,0,-2.665067649487772,0.960580252113634,-1.7948042350267202,0.57048786,0.47189438,0.5369936,0.5050323,0.44979778,0.47503316,0.46757364,0.48317635,0.49774253,0.46819606,0.5145808,0.47928274,0.5240852,0.5590671,0.5582124,0.48532277,0.487608,0.5019702,0.49240628,0.56438154,0.53327245,0.51375395,0.4371217,0.43698058,0.45273945,0.4834646,0.5265554,0.53588265,0.516868,0.5418813,0.5548416,0.5533997,0.47616076,0.47959393,0.42730537,0.5201429,0.4455775,0.5504638,0.52945817,0.46331954,0.43219712,0.575915,0.51646835,0.46800116,0.54261965,0.5328412,0.49172527,0.48584276,0.49391833,0.52055544
2025-04-13,1,-0.0979467104905627,2.4063323381511816,0.98791679099759,0.35781598,0.52002144,0.48317635,0.48538652,0.5921385,0.49506903,0.47018835,0.47503316,0.5352857,0.53416985,0.44770154,0.50658464,0.51154727,0.47610843,0.45410416,0.42850158,0.43462002,0.47503316,0.5178701,0.53534174,0.49584743,0.5334702,0.4339716,0.49964193,0.39484358,0.4700973,0.48881727,0.50426143,0.4137196,0.4297146,0.46891195,0.43215603,0.5215897,0.4585085,0.47611505,0.48956224,0.42443165,0.37754035,0.50416213,0.49963,0.4561398,0.41531655,0.48407125,0.4582096,0.48980913,0.53412837,0.46938014,0.5031629,0.48424208,0.50456053
