tanggal,target_asli,wasit_low,wasit_high,wasit_target,model_lstm_042,model_lstm_037,model_lstm_035,model_lstm_016,model_lstm_032,model_lstm_004,model_lstm_008,model_lstm_023,model_lstm_002,model_lstm_010,model_lstm_044,model_lstm_024,model_lstm_022,model_lstm_007,model_lstm_038,model_lstm_020,model_lstm_028,model_lstm_026,model_lstm_015,model_lstm_043,model_lstm_040,model_lstm_017,model_lstm_013,model_lstm_003,model_lstm_031,model_lstm_011,model_lstm_027,model_lstm_046,model_lstm_021,model_lstm_041,model_lstm_030,model_lstm_033,model_lstm_036,model_lstm_045,model_lstm_050,model_lstm_048,model_lstm_005,model_lstm_047,model_lstm_012,model_lstm_039,model_lstm_049,model_lstm_018,model_lstm_009,model_lstm_019,model_lstm_014,model_lstm_006,model_lstm_001,model_lstm_025,model_lstm_034,model_lstm_029
2025-09-25,1.0,-0.3441133437682889,1.190659576674615,0.59364982695478,0.5532353,0.5257349,0.6168385,0.56940264,0.56193334,0.5373792,0.58970785,0.535483,0.5020709,0.5583189,0.56396776,0.5297302,0.56022483,0.59797156,0.5209194,0.55852205,0.562786,0.57959867,0.5159883,0.5979062,0.5242013,0.55043644,0.5812561,0.52069557,0.57532454,0.5582631,0.5343344,0.51909536,0.5961188,0.5588906,0.52318746,0.539871,0.5357793,0.5703364,0.5430836,0.5812571,0.56431794,0.519633,0.57444966,0.5398776,0.53720057,0.49190214,0.53509593,0.52676404,0.55057704,0.54066974,0.552403,0.5374829,0.6233567,0.54484326
2025-09-26,0.0,-0.52952953138212,0.0915731903978601,-0.00694091932618392,0.66682404,0.5750989,0.68088824,0.61977404,0.58771294,0.58790314,0.64379954,0.67226,0.60791296,0.57383627,0.6122906,0.58439964,0.5944156,0.61195713,0.5830923,0.63114923,0.58452594,0.61893564,0.61026883,0.6263188,0.59738153,0.5997158,0.6202459,0.55965525,0.62489676,0.5671476,0.6021828,0.5875193,0.65325135,0.64800644,0.56044424,0.59816915,0.62006867,0.5943625,0.5591601,0.61020464,0.68229693,0.5466085,0.6056565,0.59746224,0.5608045,0.6187293,0.623266,0.5823846,0.5696328,0.6081327,0.6067721,0.5959703,0.64479285,0.5752745
2025-09-27,1.0,-0.4075027126504267,2.4454579062341457,2.2797220643522302,0.49623087,0.5742426,0.5196779,0.55118346,0.51103246,0.47343642,0.50900525,0.5194251,0.5033531,0.5195627,0.5179047,0.57960683,0.5316781,0.5450635,0.49316353,0.48930797,0.5520636,0.52708817,0.5280228,0.5183467,0.50208145,0.5364667,0.540784,0.5543462,0.52185595,0.49079704,0.5027988,0.45753562,0.51222736,0.5460481,0.49281338,0.4943919,0.54001486,0.55032057,0.50666493,0.5235059,0.55230373,0.50800073,0.49425393,0.5026982,0.5063216,0.4607844,0.5285785,0.4768049,0.53051907,0.52214944,0.5305132,0.5098304,0.5510797,0.5723168
2025-09-28,1.0,-0.539325100910744,1.9739438733178485,1.89695620345703,0.4897097,0.50207835,0.42840025,0.5100417,0.49166015,0.4993703,0.48735577,0.50777316,0.46252844,0.49120215,0.43125007,0.51002926,0.49351755,0.5345731,0.46121258,0.47742927,0.49906737,0.49513957,0.4898765,0.46970093,0.45871964,0.46270967,0.5081599,0.50924516,0.46118033,0.48449543,0.44664887,0.46604615,0.46254793,0.47483113,0.48238203,0.5065405,0.45923495,0.47285604,0.4827107,0.48811105,0.47787848,0.48744404,0.46762642,0.49172512,0.4886244,0.47526157,0.47828096,0.46642542,0.47810662,0.46267262,0.47435245,0.51730776,0.51343614,0.54184324
2025-09-29,0.0,-1.4589877796575488,0.4190592799016273,-0.23036354107678,0.58402735,0.50594884,0.5193339,0.5634395,0.56114566,0.582688,0.5374637,0.54966617,0.5593054,0.5726912,0.53156453,0.5406583,0.5704521,0.58944607,0.56586325,0.6055326,0.5830741,0.6056793,0.5780579,0.56908435,0.5779544,0.5278605,0.5966497,0.5853824,0.5496614,0.59422266,0.5662882,0.549916,0.5636035,0.55483824,0.5874818,0.6128785,0.5527577,0.5511137,0.5385099,0.55414253,0.5438053,0.5896952,0.56250536,0.5735661,0.5765566,0.59495986,0.5618973,0.5871462,0.57350767,0.5469224,0.55161285,0.5596764,0.5664059,0.61047304
2025-09-30,1.0,-0.0721529610857708,3.954283068166354,3.90866760019979,0.45292458,0.499598,0.5047989,0.49922284,0.5070608,0.534798,0.5071687,0.5089879,0.5412393,0.5098653,0.5560414,0.51356924,0.53633213,0.5056101,0.52535474,0.564112,0.5471387,0.5480029,0.58494604,0.5932608,0.5114273,0.5217098,0.57452846,0.53790265,0.5231482,0.54842055,0.53871614,0.54692906,0.5153131,0.5533072,0.54234934,0.5524329,0.53284466,0.56706965,0.5073676,0.5473418,0.540323,0.54284966,0.53259164,0.5032409,0.52518564,0.52184254,0.54041606,0.5350969,0.557995,0.56305116,0.5603778,0.5226464,0.5146667,0.5688851
2025-10-01,1.0,-0.266538148620893,2.0258682820382137,1.61790488991379,0.37860268,0.4807673,0.40927705,0.4025627,0.4282244,0.4330307,0.4288538,0.44271648,0.40609804,0.4233078,0.43870264,0.47381166,0.4248102,0.44899184,0.39814863,0.44300646,0.45480376,0.42248577,0.45301813,0.4892984,0.3706311,0.4282447,0.46590447,0.46438777,0.41241693,0.44666138,0.40746883,0.4096698,0.40598106,0.4531064,0.41471148,0.41726702,0.3967327,0.46845502,0.4183623,0.474932,0.42772707,0.45542926,0.42763105,0.41061673,0.42770505,0.34853902,0.42294306,0.40309638,0.46399724,0.43559435,0.44431746,0.43687332,0.46750626,0.49592507
2025-10-02,1.0,-1.0685417835820217,2.754106024473794,1.4027586512955799,0.60730696,0.54084855,0.5812168,0.557092,0.54843634,0.5505776,0.5966856,0.58129835,0.52230555,0.5363112,0.56563395,0.5506688,0.55418605,0.58986664,0.5108032,0.5671965,0.55549526,0.58254904,0.56435275,0.58209795,0.5114794,0.545849,0.57958007,0.5284307,0.5630207,0.55060405,0.5385852,0.5277675,0.59616,0.60225296,0.5149875,0.5427288,0.54533017,0.56913555,0.53805673,0.57784665,0.5983497,0.5312596,0.56377506,0.5350897,0.5352539,0.5214794,0.54520535,0.53660274,0.5397767,0.5383159,0.556138,0.54400593,0.6237528,0.556867
2025-10-03,1.0,-0.5924314329892795,0.4636137462628792,0.12999597126279,0.6018518,0.5710085,0.6230702,0.5826178,0.55392694,0.539601,0.5957493,0.6181643,0.56181735,0.5305683,0.57906055,0.58301854,0.5612143,0.582598,0.55431426,0.59181666,0.56079036,0.59157234,0.58088064,0.57145125,0.5644278,0.5682349,0.5844494,0.54549694,0.58381706,0.5423567,0.5625377,0.53879833,0.62036467,0.62318766,0.54267436,0.5725038,0.59941655,0.576197,0.54502803,0.5751641,0.6476026,0.5415904,0.5558467,0.5520093,0.5406695,0.5841355,0.57029235,0.5610934,0.5466991,0.5583967,0.5814525,0.55695593,0.6242215,0.57122976
2025-10-04,1.0,-0.208566000839999,2.674426027441919,0.88770689789275,0.5134647,0.5997963,0.55820936,0.5589707,0.52497506,0.51482534,0.5541335,0.55238485,0.53920406,0.53481245,0.54899675,0.61373246,0.5469791,0.5749101,0.52372926,0.5296444,0.5750546,0.5598322,0.5599485,0.5429528,0.5261777,0.5518114,0.5743728,0.57234514,0.55414087,0.5166758,0.54613113,0.5024328,0.5539669,0.57434064,0.52157634,0.541331,0.5800213,0.5710929,0.54169464,0.5467653,0.5919206,0.55091816,0.53934515,0.5319607,0.5351188,0.5151299,0.54473,0.5394318,0.5576168,0.54193777,0.56076086,0.53333366,0.57491755,0.5951428
