tanggal,target_asli,wasit_low,wasit_high,wasit_target,model_lstm_004,model_lstm_049,model_lstm_002,model_lstm_036,model_lstm_032,model_lstm_039,model_lstm_015,model_lstm_034,model_lstm_018,model_lstm_014,model_lstm_026,model_lstm_043,model_lstm_009,model_lstm_042,model_lstm_050,model_lstm_005,model_lstm_017,model_lstm_021,model_lstm_023,model_lstm_046,model_lstm_030,model_lstm_037,model_lstm_001,model_lstm_020,model_lstm_033,model_lstm_013,model_lstm_038,model_lstm_007,model_lstm_031,model_lstm_025,model_lstm_041,model_lstm_012,model_lstm_047,model_lstm_028,model_lstm_024,model_lstm_029,model_lstm_019,model_lstm_016,model_lstm_006,model_lstm_027,model_lstm_045,model_lstm_040,model_lstm_011,model_lstm_008,model_lstm_044,model_lstm_010,model_lstm_003,model_lstm_048,model_lstm_022,model_lstm_035
2024-11-29,0.0,-1.413586745548115,0.0040528626682724,-1.08529554161065,0.60309124,0.66496545,0.5574895,0.61224514,0.66036975,0.55173254,0.59472376,0.5898834,0.52072227,0.57643634,0.56345546,0.5329088,0.62141466,0.6241267,0.5824637,0.5085196,0.6404775,0.58231455,0.6276107,0.56123626,0.6102654,0.56732947,0.5648515,0.55625737,0.5897594,0.58042496,0.57973063,0.61007226,0.5742569,0.5880307,0.5277996,0.5575358,0.6034025,0.5522878,0.61367375,0.62395877,0.6088028,0.524384,0.5340181,0.5236889,0.5596747,0.53370184,0.65547943,0.5514402,0.54387724,0.54907495,0.54981834,0.5769636,0.51008976,0.56120545
2024-11-30,1.0,-0.7434735428483485,1.4703525469520595,0.8029148706736899,0.55447984,0.55666125,0.54713917,0.61208415,0.5267831,0.5651236,0.5456642,0.52902883,0.5463109,0.4976967,0.51800334,0.55257976,0.5660205,0.6199758,0.6150529,0.5294132,0.58303124,0.5335897,0.6039144,0.4807331,0.56228334,0.53531086,0.5739156,0.5529744,0.5372276,0.5609418,0.5795026,0.5691095,0.54726106,0.5719063,0.4164306,0.5455836,0.5872771,0.51301205,0.5570371,0.6241638,0.59334177,0.5397801,0.52788836,0.53571516,0.57792604,0.5441421,0.6200073,0.53792197,0.54825824,0.57167935,0.5617708,0.5227556,0.4888726,0.56691504
2024-12-01,0.0,-2.913012505898392,0.9674899512411724,-1.3931627244584,0.3919818,0.42463815,0.33906564,0.37247488,0.37753347,0.3597662,0.3695403,0.3714425,0.4049512,0.41383734,0.35539305,0.3684774,0.35649213,0.40175033,0.41274756,0.37203717,0.44097787,0.3621213,0.3970189,0.3555086,0.40598875,0.4257191,0.38129324,0.39907634,0.39272177,0.39647767,0.3407493,0.39010096,0.33121437,0.40577808,0.37887275,0.3945548,0.34819677,0.3618252,0.42227143,0.43035752,0.3817422,0.3830627,0.43953738,0.39513573,0.41261443,0.37726894,0.40536433,0.40489027,0.40024582,0.38665155,0.45695943,0.3467418,0.3833094,0.38519722
2024-12-02,1.0,-2.388947367511532,0.4839034572169101,0.009463180488125696,0.45312408,0.50213766,0.4186568,0.43585235,0.49021122,0.460056,0.4764489,0.42525762,0.47231165,0.46996394,0.41099498,0.46794304,0.4230359,0.45993796,0.45049292,0.46741942,0.50789404,0.41216418,0.44413337,0.41382512,0.49960792,0.4949089,0.4290913,0.46221945,0.47604296,0.42807508,0.46638638,0.46877885,0.43390727,0.48996052,0.4356498,0.46918523,0.435972,0.43737808,0.5679717,0.46498105,0.41363165,0.46932742,0.5060438,0.4638314,0.4918312,0.44712,0.45974034,0.50190353,0.50090146,0.5239728,0.5275174,0.42298153,0.5161929,0.5292242
2024-12-03,1.0,-1.3252414418642673,3.2338614868302216,2.8161417666881396,0.47885254,0.52342904,0.5485492,0.51781106,0.48608032,0.46114856,0.45421794,0.5470386,0.5110642,0.3901621,0.46838507,0.57592636,0.41914746,0.5247755,0.5148798,0.4953726,0.47527626,0.4470972,0.4965856,0.5063185,0.51411,0.44246587,0.5194351,0.51716024,0.5258974,0.47024694,0.50424653,0.47692505,0.5464632,0.5367741,0.40269777,0.5023506,0.5771166,0.5150433,0.52698594,0.5028317,0.42478317,0.50932896,0.52493757,0.4412141,0.48069394,0.5077719,0.4420605,0.5370372,0.57530594,0.561265,0.48740348,0.51787066,0.49971715,0.5520297
2024-12-04,0.0,-8.55928022272887,5.429404226800561,-1.67923470412215,0.42956337,0.35744867,0.46982116,0.43315247,0.4253116,0.40496662,0.40927938,0.4429205,0.39471886,0.3520195,0.35335195,0.5012598,0.34695876,0.45102152,0.42520028,0.43189016,0.4254698,0.33564565,0.3700121,0.4228787,0.41470763,0.41232416,0.44954354,0.4139433,0.41365013,0.39351848,0.3450811,0.41711882,0.39568853,0.43974712,0.3506824,0.4071074,0.42020586,0.38009325,0.40181893,0.43198818,0.36802292,0.400115,0.4313644,0.36370188,0.41413903,0.33067372,0.45837253,0.39996505,0.44273108,0.40342778,0.34858102,0.40415168,0.3974969,0.4100259
2024-12-05,1.0,-0.9992549222333156,4.983172260949494,2.84249160874968,0.5522349,0.48077157,0.6112484,0.5987622,0.5693052,0.56020695,0.5013131,0.576642,0.49642438,0.4478258,0.49717695,0.55257154,0.55916965,0.5998844,0.5399234,0.54257864,0.6041378,0.41931164,0.542402,0.57742614,0.5915164,0.59643686,0.5493568,0.5461587,0.5637366,0.5346741,0.5474655,0.5349611,0.5639716,0.5730635,0.40256882,0.56000036,0.5730169,0.5187486,0.609872,0.61746264,0.5581507,0.51614,0.5681614,0.540953,0.60687834,0.550394,0.6307616,0.5604435,0.5428993,0.55433583,0.5160382,0.56002605,0.54342264,0.56903636
2024-12-06,1.0,-0.9032372232332472,0.6977148198556776,0.09134510578209,0.6759344,0.64095676,0.6390699,0.6519711,0.6794849,0.6927035,0.70724386,0.620034,0.5773064,0.6430369,0.6095689,0.58979183,0.71576136,0.65216327,0.5977376,0.59711593,0.6497416,0.6246527,0.68411463,0.62313,0.6783674,0.622675,0.5884642,0.60775363,0.6096952,0.6582242,0.6784241,0.5818183,0.6595645,0.62407166,0.6634026,0.6031251,0.64205945,0.59737766,0.6623868,0.69521797,0.6736491,0.5740983,0.5839565,0.6226126,0.7010808,0.5765825,0.73669815,0.60174847,0.58462185,0.636686,0.61175203,0.6337941,0.58576924,0.66533685
2024-12-07,1.0,-1.1832389889383337,1.5101066610290954,1.27163050682054,0.46865103,0.5080892,0.40960073,0.42259544,0.4241491,0.39503574,0.45647493,0.45116097,0.41725022,0.53093976,0.42702633,0.47607288,0.517764,0.49900895,0.49734378,0.3882923,0.5197262,0.44846117,0.4457307,0.44033074,0.46548998,0.47437626,0.47514355,0.42972752,0.44789582,0.46908858,0.4001028,0.5652596,0.4183859,0.4394349,0.4250556,0.4099257,0.44639993,0.42366394,0.44835162,0.5138229,0.4390608,0.38489103,0.4317852,0.41436478,0.44685626,0.45246384,0.5107873,0.44816464,0.44287637,0.44158247,0.4463378,0.4623247,0.36776033,0.46336645
2024-12-08,0.0,-7.131519193500494,0.1051177427265866,-3.86478475525823,0.33748716,0.42021444,0.36418507,0.38455144,0.4098644,0.41371354,0.2974531,0.35708335,0.42143095,0.45258257,0.41159728,0.36298224,0.4001919,0.42177784,0.48955458,0.3786807,0.5155213,0.43677256,0.41587055,0.48166785,0.42703578,0.4401709,0.39076468,0.446313,0.41065174,0.39418682,0.33414206,0.49799645,0.34850046,0.4115604,0.34774297,0.40826356,0.380114,0.41025114,0.4654835,0.46038187,0.37831637,0.3665192,0.45610747,0.45031023,0.46036878,0.44770607,0.41338155,0.49828753,0.40999457,0.43504304,0.4767981,0.38695854,0.40489328,0.3672355
